Place of Residence,Age Group,Gender,Tipo de dificuldade,Não tem nenhuma dificuldade,Tem alguma dificuldade,Tem muita dificuldade,Não consegue efetuar a ação,freguesia_code,municipio,region
Loures,55 - 59 anos,M,Compreender os outros ou fazer-se compreender,6268,251,41,10,1107,Loures,Grande Lisboa
Loures,60 - 64 anos,H,Ver,3290,1728,160,22,1107,Loures,Grande Lisboa
Loures,60 - 64 anos,H,Ouvir,4269,782,106,9,1107,Loures,Grande Lisboa
Loures,60 - 64 anos,H,Andar ou subir degraus,3985,941,236,48,1107,Loures,Grande Lisboa
Loures,60 - 64 anos,H,Memória ou concentração,4062,1024,98,20,1107,Loures,Grande Lisboa
Loures,60 - 64 anos,H,Compreender os outros ou fazer-se compreender,4924,240,48,13,1107,Loures,Grande Lisboa
Loures,60 - 64 anos,M,Ver,3708,2419,326,13,1107,Loures,Grande Lisboa
Loures,60 - 64 anos,M,Ouvir,5366,890,148,13,1107,Loures,Grande Lisboa
Loures,60 - 64 anos,M,Andar ou subir degraus,4178,1825,425,32,1107,Loures,Grande Lisboa
Loures,60 - 64 anos,M,Memória ou concentração,4564,1655,204,29,1107,Loures,Grande Lisboa
Loures,60 - 64 anos,M,Compreender os outros ou fazer-se compreender,6092,302,43,16,1107,Loures,Grande Lisboa
Loures,65 - 69 anos,H,Ver,3106,1683,166,22,1107,Loures,Grande Lisboa
Loures,65 - 69 anos,H,Ouvir,3724,1043,173,13,1107,Loures,Grande Lisboa
Loures,65 - 69 anos,H,Andar ou subir degraus,3531,1143,269,46,1107,Loures,Grande Lisboa
Loures,65 - 69 anos,H,Memória ou concentração,3644,1194,116,31,1107,Loures,Grande Lisboa
Loures,65 - 69 anos,H,Compreender os outros ou fazer-se compreender,4667,268,45,16,1107,Loures,Grande Lisboa
Loures,65 - 69 anos,M,Ver,3515,2469,298,11,1107,Loures,Grande Lisboa
Loures,65 - 69 anos,M,Ouvir,5032,1064,143,20,1107,Loures,Grande Lisboa
Loures,65 - 69 anos,M,Andar ou subir degraus,3682,2038,527,58,1107,Loures,Grande Lisboa
Loures,65 - 69 anos,M,Memória ou concentração,4195,1862,200,37,1107,Loures,Grande Lisboa
Loures,65 - 69 anos,M,Compreender os outros ou fazer-se compreender,5938,294,49,22,1107,Loures,Grande Lisboa
Loures,70 - 74 anos,H,Ver,2854,1740,212,18,1107,Loures,Grande Lisboa
Loures,70 - 74 anos,H,Ouvir,3170,1345,266,8,1107,Loures,Grande Lisboa
Loures,70 - 74 anos,H,Andar ou subir degraus,2991,1438,339,71,1107,Loures,Grande Lisboa
Loures,70 - 74 anos,H,Memória ou concentração,3101,1503,182,39,1107,Loures,Grande Lisboa
Loures,70 - 74 anos,H,Compreender os outros ou fazer-se compreender,4446,311,53,24,1107,Loures,Grande Lisboa
Loures,70 - 74 anos,M,Ver,3130,2585,398,18,1107,Loures,Grande Lisboa
Loures,70 - 74 anos,M,Ouvir,4469,1372,243,21,1107,Loures,Grande Lisboa
Loures,70 - 74 anos,M,Andar ou subir degraus,2931,2386,740,66,1107,Loures,Grande Lisboa
Loures,70 - 74 anos,M,Memória ou concentração,3659,2123,292,51,1107,Loures,Grande Lisboa
Loures,70 - 74 anos,M,Compreender os outros ou fazer-se compreender,5670,378,65,30,1107,Loures,Grande Lisboa
Loures,75 ou mais anos,H,Ver,3959,3586,726,59,1107,Loures,Grande Lisboa
Loures,75 ou mais anos,H,Ouvir,4016,3152,1077,55,1107,Loures,Grande Lisboa
Loures,75 ou mais anos,H,Andar ou subir degraus,3449,3305,1305,280,1107,Loures,Grande Lisboa
Loures,75 ou mais anos,H,Memória ou concentração,4057,3339,722,208,1107,Loures,Grande Lisboa
Loures,75 ou mais anos,H,Compreender os outros ou fazer-se compreender,6829,1122,301,96,1107,Loures,Grande Lisboa
Loures,75 ou mais anos,M,Ver,4353,6088,1674,88,1107,Loures,Grande Lisboa
Loures,75 ou mais anos,M,Ouvir,5972,4379,1720,85,1107,Loures,Grande Lisboa
Loures,75 ou mais anos,M,Andar ou subir degraus,2815,5111,3514,795,1107,Loures,Grande Lisboa
Loures,75 ou mais anos,M,Memória ou concentração,4756,5260,1549,629,1107,Loures,Grande Lisboa
Loures,75 ou mais anos,M,Compreender os outros ou fazer-se compreender,9444,1876,553,317,1107,Loures,Grande Lisboa
Mafra,Total,H,Ver,25433,7166,707,77,1109,Mafra,Grande Lisboa
Mafra,Total,H,Ouvir,28911,3556,753,62,1109,Mafra,Grande Lisboa
Mafra,Total,H,Andar ou subir degraus,28694,3536,945,231,1109,Mafra,Grande Lisboa
Mafra,Total,H,Memória ou concentração,27335,5235,619,182,1109,Mafra,Grande Lisboa
Mafra,Total,H,Compreender os outros ou fazer-se compreender,31723,1315,266,106,1109,Mafra,Grande Lisboa
Mafra,Total,M,Ver,24712,10192,1310,75,1109,Mafra,Grande Lisboa
Mafra,Total,M,Ouvir,31525,3614,939,67,1109,Mafra,Grande Lisboa
Mafra,Total,M,Andar ou subir degraus,28561,5275,1992,464,1109,Mafra,Grande Lisboa
Mafra,Total,M,Memória ou concentração,27435,7313,1103,388,1109,Mafra,Grande Lisboa
Mafra,Total,M,Compreender os outros ou fazer-se compreender,34134,1600,342,199,1109,Mafra,Grande Lisboa
Mafra,15 - 19 anos,H,Ver,2370,204,12,0,1109,Mafra,Grande Lisboa
Mafra,15 - 19 anos,H,Ouvir,2549,28,2,0,1109,Mafra,Grande Lisboa
Mafra,15 - 19 anos,H,Andar ou subir degraus,2571,12,3,2,1109,Mafra,Grande Lisboa
Mafra,15 - 19 anos,H,Memória ou concentração,2385,174,19,1,1109,Mafra,Grande Lisboa
Mafra,15 - 19 anos,H,Compreender os outros ou fazer-se compreender,2518,54,9,2,1109,Mafra,Grande Lisboa
Mafra,15 - 19 anos,M,Ver,2155,320,18,1,1109,Mafra,Grande Lisboa
Mafra,15 - 19 anos,M,Ouvir,2457,18,1,4,1109,Mafra,Grande Lisboa
Mafra,15 - 19 anos,M,Andar ou subir degraus,2460,24,6,4,1109,Mafra,Grande Lisboa
Mafra,15 - 19 anos,M,Memória ou concentração,2279,198,12,4,1109,Mafra,Grande Lisboa
Mafra,15 - 19 anos,M,Compreender os outros ou fazer-se compreender,2452,36,1,1,1109,Mafra,Grande Lisboa
Mafra,20 - 24 anos,H,Ver,2032,200,16,5,1109,Mafra,Grande Lisboa
Mafra,20 - 24 anos,H,Ouvir,2202,38,4,4,1109,Mafra,Grande Lisboa
Mafra,20 - 24 anos,H,Andar ou subir degraus,2215,25,1,9,1109,Mafra,Grande Lisboa
Mafra,20 - 24 anos,H,Memória ou concentração,2068,156,14,10,1109,Mafra,Grande Lisboa
Mafra,20 - 24 anos,H,Compreender os outros ou fazer-se compreender,2177,47,14,7,1109,Mafra,Grande Lisboa
Mafra,20 - 24 anos,M,Ver,1829,305,20,3,1109,Mafra,Grande Lisboa
Mafra,20 - 24 anos,M,Ouvir,2104,38,7,1,1109,Mafra,Grande Lisboa
Mafra,20 - 24 anos,M,Andar ou subir degraus,2130,23,3,4,1109,Mafra,Grande Lisboa
Mafra,20 - 24 anos,M,Memória ou concentração,1965,174,12,4,1109,Mafra,Grande Lisboa
Mafra,20 - 24 anos,M,Compreender os outros ou fazer-se compreender,2116,35,6,3,1109,Mafra,Grande Lisboa
Mafra,25 - 29 anos,H,Ver,1713,187,10,2,1109,Mafra,Grande Lisboa
Mafra,25 - 29 anos,H,Ouvir,1865,34,4,2,1109,Mafra,Grande Lisboa
Mafra,25 - 29 anos,H,Andar ou subir degraus,1872,29,6,5,1109,Mafra,Grande Lisboa
Mafra,25 - 29 anos,H,Memória ou concentração,1756,141,14,4,1109,Mafra,Grande Lisboa
Mafra,25 - 29 anos,H,Compreender os outros ou fazer-se compreender,1859,42,10,4,1109,Mafra,Grande Lisboa
Mafra,25 - 29 anos,M,Ver,1587,304,20,0,1109,Mafra,Grande Lisboa
Mafra,25 - 29 anos,M,Ouvir,1849,50,7,2,1109,Mafra,Grande Lisboa
Mafra,25 - 29 anos,M,Andar ou subir degraus,1864,39,5,4,1109,Mafra,Grande Lisboa
Mafra,25 - 29 anos,M,Memória ou concentração,1669,228,9,4,1109,Mafra,Grande Lisboa
Mafra,25 - 29 anos,M,Compreender os outros ou fazer-se compreender,1868,34,7,4,1109,Mafra,Grande Lisboa
Mafra,30 - 34 anos,H,Ver,1948,182,14,4,1109,Mafra,Grande Lisboa
Mafra,30 - 34 anos,H,Ouvir,2074,52,11,5,1109,Mafra,Grande Lisboa
Mafra,30 - 34 anos,H,Andar ou subir degraus,2100,35,3,9,1109,Mafra,Grande Lisboa
Mafra,30 - 34 anos,H,Memória ou concentração,1963,158,11,11,1109,Mafra,Grande Lisboa
Mafra,30 - 34 anos,H,Compreender os outros ou fazer-se compreender,2082,49,2,8,1109,Mafra,Grande Lisboa
Mafra,30 - 34 anos,M,Ver,1855,363,19,1,1109,Mafra,Grande Lisboa
Mafra,30 - 34 anos,M,Ouvir,2167,59,3,4,1109,Mafra,Grande Lisboa
Mafra,30 - 34 anos,M,Andar ou subir degraus,2149,70,15,7,1109,Mafra,Grande Lisboa
Mafra,30 - 34 anos,M,Memória ou concentração,1927,285,17,9,1109,Mafra,Grande Lisboa
Mafra,30 - 34 anos,M,Compreender os outros ou fazer-se compreender,2182,42,6,7,1109,Mafra,Grande Lisboa
Mafra,35 - 39 anos,H,Ver,2427,283,16,6,1109,Mafra,Grande Lisboa
Mafra,35 - 39 anos,H,Ouvir,2640,78,9,2,1109,Mafra,Grande Lisboa
Mafra,35 - 39 anos,H,Andar ou subir degraus,2642,74,9,9,1109,Mafra,Grande Lisboa
Mafra,35 - 39 anos,H,Memória ou concentração,2458,245,21,6,1109,Mafra,Grande Lisboa
Mafra,35 - 39 anos,H,Compreender os outros ou fazer-se compreender,2667,53,13,4,1109,Mafra,Grande Lisboa
Mafra,35 - 39 anos,M,Ver,2648,513,21,1,1109,Mafra,Grande Lisboa
Mafra,35 - 39 anos,M,Ouvir,3060,110,5,1,1109,Mafra,Grande Lisboa
Mafra,35 - 39 anos,M,Andar ou subir degraus,3043,124,9,9,1109,Mafra,Grande Lisboa
Mafra,35 - 39 anos,M,Memória ou concentração,2685,464,26,9,1109,Mafra,Grande Lisboa
Mafra,35 - 39 anos,M,Compreender os outros ou fazer-se compreender,3119,52,9,7,1109,Mafra,Grande Lisboa
Mafra,40 - 44 anos,H,Ver,3112,416,19,4,1109,Mafra,Grande Lisboa
Mafra,40 - 44 anos,H,Ouvir,3372,146,17,5,1109,Mafra,Grande Lisboa
Mafra,40 - 44 anos,H,Andar ou subir degraus,3395,128,19,7,1109,Mafra,Grande Lisboa
Mafra,40 - 44 anos,H,Memória ou concentração,3155,365,23,8,1109,Mafra,Grande Lisboa
Mafra,40 - 44 anos,H,Compreender os outros ou fazer-se compreender,3459,81,13,5,1109,Mafra,Grande Lisboa
Mafra,40 - 44 anos,M,Ver,3147,756,47,3,1109,Mafra,Grande Lisboa
Mafra,40 - 44 anos,M,Ouvir,3801,132,11,5,1109,Mafra,Grande Lisboa
Mafra,40 - 44 anos,M,Andar ou subir degraus,3715,202,22,12,1109,Mafra,Grande Lisboa
Mafra,40 - 44 anos,M,Memória ou concentração,3367,542,26,16,1109,Mafra,Grande Lisboa
Mafra,40 - 44 anos,M,Compreender os outros ou fazer-se compreender,3863,76,14,7,1109,Mafra,Grande Lisboa
Mafra,45 - 49 anos,H,Ver,2913,801,44,10,1109,Mafra,Grande Lisboa
Mafra,45 - 49 anos,H,Ouvir,3519,216,22,8,1109,Mafra,Grande Lisboa
Mafra,45 - 49 anos,H,Andar ou subir degraus,3548,199,30,6,1109,Mafra,Grande Lisboa
Mafra,45 - 49 anos,H,Memória ou concentração,3305,440,26,8,1109,Mafra,Grande Lisboa
Mafra,45 - 49 anos,H,Compreender os outros ou fazer-se compreender,3682,90,9,3,1109,Mafra,Grande Lisboa
Mafra,45 - 49 anos,M,Ver,2732,1199,68,11,1109,Mafra,Grande Lisboa
Mafra,45 - 49 anos,M,Ouvir,3735,223,23,8,1109,Mafra,Grande Lisboa
Mafra,45 - 49 anos,M,Andar ou subir degraus,3618,340,39,9,1109,Mafra,Grande Lisboa
Mafra,45 - 49 anos,M,Memória ou concentração,3301,631,54,16,1109,Mafra,Grande Lisboa
Mafra,45 - 49 anos,M,Compreender os outros ou fazer-se compreender,3885,102,12,9,1109,Mafra,Grande Lisboa
Mafra,50 - 54 anos,H,Ver,2173,960,47,4,1109,Mafra,Grande Lisboa
Mafra,50 - 54 anos,H,Ouvir,2874,262,29,6,1109,Mafra,Grande Lisboa
Mafra,50 - 54 anos,H,Andar ou subir degraus,2876,277,27,9,1109,Mafra,Grande Lisboa
Mafra,50 - 54 anos,H,Memória ou concentração,2675,483,32,3,1109,Mafra,Grande Lisboa
Mafra,50 - 54 anos,H,Compreender os outros ou fazer-se compreender,3069,102,17,1,1109,Mafra,Grande Lisboa
Mafra,50 - 54 anos,M,Ver,1923,1058,90,4,1109,Mafra,Grande Lisboa
Mafra,50 - 54 anos,M,Ouvir,2785,245,26,3,1109,Mafra,Grande Lisboa
Mafra,50 - 54 anos,M,Andar ou subir degraus,2600,384,72,8,1109,Mafra,Grande Lisboa
Mafra,50 - 54 anos,M,Memória ou concentração,2405,583,62,13,1109,Mafra,Grande Lisboa
Mafra,50 - 54 anos,M,Compreender os outros ou fazer-se compreender,2950,106,10,6,1109,Mafra,Grande Lisboa
Mafra,55 - 59 anos,H,Ver,1742,810,59,4,1109,Mafra,Grande Lisboa
Mafra,55 - 59 anos,H,Ouvir,2265,291,37,2,1109,Mafra,Grande Lisboa
Mafra,55 - 59 anos,H,Andar ou subir degraus,2207,327,57,12,1109,Mafra,Grande Lisboa
Mafra,55 - 59 anos,H,Memória ou concentração,2071,476,48,8,1109,Mafra,Grande Lisboa
Mafra,55 - 59 anos,H,Compreender os outros ou fazer-se compreender,2487,106,14,4,1109,Mafra,Grande Lisboa
Mafra,55 - 59 anos,M,Ver,1684,947,85,8,1109,Mafra,Grande Lisboa
Mafra,55 - 59 anos,M,Ouvir,2397,266,40,7,1109,Mafra,Grande Lisboa
Mafra,55 - 59 anos,M,Andar ou subir degraus,2104,511,92,16,1109,Mafra,Grande Lisboa
Mafra,55 - 59 anos,M,Memória ou concentração,2055,583,55,21,1109,Mafra,Grande Lisboa
Mafra,55 - 59 anos,M,Compreender os outros ou fazer-se compreender,2593,95,14,13,1109,Mafra,Grande Lisboa
Mafra,60 - 64 anos,H,Ver,1399,695,52,2,1109,Mafra,Grande Lisboa
Mafra,60 - 64 anos,H,Ouvir,1709,379,49,2,1109,Mafra,Grande Lisboa
Mafra,60 - 64 anos,H,Andar ou subir degraus,1666,400,74,11,1109,Mafra,Grande Lisboa
Mafra,60 - 64 anos,H,Memória ou concentração,1633,466,38,8,1109,Mafra,Grande Lisboa
Mafra,60 - 64 anos,H,Compreender os outros ou fazer-se compreender,2043,91,15,6,1109,Mafra,Grande Lisboa
Mafra,60 - 64 anos,M,Ver,1381,836,92,2,1109,Mafra,Grande Lisboa
Mafra,60 - 64 anos,M,Ouvir,1954,294,47,1,1109,Mafra,Grande Lisboa
Mafra,60 - 64 anos,M,Andar ou subir degraus,1590,575,144,6,1109,Mafra,Grande Lisboa
Mafra,60 - 64 anos,M,Memória ou concentração,1635,602,67,7,1109,Mafra,Grande Lisboa
Mafra,60 - 64 anos,M,Compreender os outros ou fazer-se compreender,2210,85,11,1,1109,Mafra,Grande Lisboa
Mafra,65 - 69 anos,H,Ver,1199,620,62,7,1109,Mafra,Grande Lisboa
Mafra,65 - 69 anos,H,Ouvir,1392,420,62,6,1109,Mafra,Grande Lisboa
Mafra,65 - 69 anos,H,Andar ou subir degraus,1349,408,113,19,1109,Mafra,Grande Lisboa
Mafra,65 - 69 anos,H,Memória ou concentração,1371,453,52,13,1109,Mafra,Grande Lisboa
Mafra,65 - 69 anos,H,Compreender os outros ou fazer-se compreender,1773,89,20,7,1109,Mafra,Grande Lisboa
Mafra,65 - 69 anos,M,Ver,1262,757,99,7,1109,Mafra,Grande Lisboa
Mafra,65 - 69 anos,M,Ouvir,1741,319,53,4,1109,Mafra,Grande Lisboa
Mafra,65 - 69 anos,M,Andar ou subir degraus,1321,611,174,25,1109,Mafra,Grande Lisboa
Mafra,65 - 69 anos,M,Memória ou concentração,1445,581,86,17,1109,Mafra,Grande Lisboa
Mafra,65 - 69 anos,M,Compreender os outros ou fazer-se compreender,1996,106,16,14,1109,Mafra,Grande Lisboa
Mafra,70 - 74 anos,H,Ver,1020,563,71,12,1109,Mafra,Grande Lisboa
Mafra,70 - 74 anos,H,Ouvir,1102,460,90,6,1109,Mafra,Grande Lisboa
Mafra,70 - 74 anos,H,Andar ou subir degraus,1068,473,108,20,1109,Mafra,Grande Lisboa
Mafra,70 - 74 anos,H,Memória ou concentração,1087,523,52,5,1109,Mafra,Grande Lisboa
Mafra,70 - 74 anos,H,Compreender os outros ou fazer-se compreender,1546,99,21,8,1109,Mafra,Grande Lisboa
Mafra,70 - 74 anos,M,Ver,1052,807,129,10,1109,Mafra,Grande Lisboa
Mafra,70 - 74 anos,M,Ouvir,1502,411,68,5,1109,Mafra,Grande Lisboa
Mafra,70 - 74 anos,M,Andar ou subir degraus,1017,731,230,24,1109,Mafra,Grande Lisboa
Mafra,70 - 74 anos,M,Memória ou concentração,1163,718,90,23,1109,Mafra,Grande Lisboa
Mafra,70 - 74 anos,M,Compreender os outros ou fazer-se compreender,1837,136,18,10,1109,Mafra,Grande Lisboa
Mafra,75 ou mais anos,H,Ver,1385,1245,285,17,1109,Mafra,Grande Lisboa
Mafra,75 ou mais anos,H,Ouvir,1348,1152,417,14,1109,Mafra,Grande Lisboa
Mafra,75 ou mais anos,H,Andar ou subir degraus,1185,1149,495,113,1109,Mafra,Grande Lisboa
Mafra,75 ou mais anos,H,Memória ou concentração,1408,1155,269,97,1109,Mafra,Grande Lisboa
Mafra,75 ou mais anos,H,Compreender os outros ou fazer-se compreender,2361,412,109,47,1109,Mafra,Grande Lisboa
Mafra,75 ou mais anos,M,Ver,1457,2027,602,24,1109,Mafra,Grande Lisboa
Mafra,75 ou mais anos,M,Ouvir,1973,1449,648,22,1109,Mafra,Grande Lisboa
Mafra,75 ou mais anos,M,Andar ou subir degraus,950,1641,1181,336,1109,Mafra,Grande Lisboa
Mafra,75 ou mais anos,M,Memória ou concentração,1539,1724,587,245,1109,Mafra,Grande Lisboa
Mafra,75 ou mais anos,M,Compreender os outros ou fazer-se compreender,3063,695,218,117,1109,Mafra,Grande Lisboa
Odivelas,Total,H,Ver,42195,12812,1307,157,1116,Odivelas,Grande Lisboa
Odivelas,Total,H,Ouvir,48682,6201,1214,118,1116,Odivelas,Grande Lisboa
Odivelas,Total,H,Andar ou subir degraus,47780,6533,1888,349,1116,Odivelas,Grande Lisboa
Odivelas,Total,H,Memória ou concentração,46095,8965,1053,282,1116,Odivelas,Grande Lisboa
Odivelas,Total,H,Compreender os outros ou fazer-se compreender,53442,2401,441,171,1116,Odivelas,Grande Lisboa
Odivelas,Total,M,Ver,42524,19914,2625,174,1116,Odivelas,Grande Lisboa
Odivelas,Total,M,Ouvir,55469,7509,1727,154,1116,Odivelas,Grande Lisboa
Odivelas,Total,M,Andar ou subir degraus,48839,11598,4219,628,1116,Odivelas,Grande Lisboa
Odivelas,Total,M,Memória ou concentração,48553,14025,1935,552,1116,Odivelas,Grande Lisboa
Odivelas,Total,M,Compreender os outros ou fazer-se compreender,61080,3144,619,280,1116,Odivelas,Grande Lisboa
Odivelas,15 - 19 anos,H,Ver,3238,286,23,5,1116,Odivelas,Grande Lisboa
Odivelas,15 - 19 anos,H,Ouvir,3486,49,6,1,1116,Odivelas,Grande Lisboa
Odivelas,15 - 19 anos,H,Andar ou subir degraus,3493,36,5,7,1116,Odivelas,Grande Lisboa
Odivelas,15 - 19 anos,H,Memória ou concentração,3272,220,36,9,1116,Odivelas,Grande Lisboa
Odivelas,15 - 19 anos,H,Compreender os outros ou fazer-se compreender,3434,97,10,9,1116,Odivelas,Grande Lisboa
Odivelas,15 - 19 anos,M,Ver,2961,513,44,1,1116,Odivelas,Grande Lisboa
Odivelas,15 - 19 anos,M,Ouvir,3447,54,8,2,1116,Odivelas,Grande Lisboa
Odivelas,15 - 19 anos,M,Andar ou subir degraus,3455,57,11,7,1116,Odivelas,Grande Lisboa
Odivelas,15 - 19 anos,M,Memória ou concentração,3218,263,24,10,1116,Odivelas,Grande Lisboa
Odivelas,15 - 19 anos,M,Compreender os outros ou fazer-se compreender,3438,65,10,7,1116,Odivelas,Grande Lisboa
Odivelas,20 - 24 anos,H,Ver,3603,365,31,2,1116,Odivelas,Grande Lisboa
Odivelas,20 - 24 anos,H,Ouvir,3928,56,6,5,1116,Odivelas,Grande Lisboa
Odivelas,20 - 24 anos,H,Andar ou subir degraus,3960,30,7,7,1116,Odivelas,Grande Lisboa
Odivelas,20 - 24 anos,H,Memória ou concentração,3744,226,26,9,1116,Odivelas,Grande Lisboa
Odivelas,20 - 24 anos,H,Compreender os outros ou fazer-se compreender,3880,105,8,13,1116,Odivelas,Grande Lisboa
Odivelas,20 - 24 anos,M,Ver,3107,641,42,2,1116,Odivelas,Grande Lisboa
Odivelas,20 - 24 anos,M,Ouvir,3694,75,5,3,1116,Odivelas,Grande Lisboa
Odivelas,20 - 24 anos,M,Andar ou subir degraus,3684,91,9,3,1116,Odivelas,Grande Lisboa
Odivelas,20 - 24 anos,M,Memória ou concentração,3378,381,27,2,1116,Odivelas,Grande Lisboa
Odivelas,20 - 24 anos,M,Compreender os outros ou fazer-se compreender,3704,72,8,6,1116,Odivelas,Grande Lisboa
Odivelas,25 - 29 anos,H,Ver,3739,393,33,5,1116,Odivelas,Grande Lisboa
Odivelas,25 - 29 anos,H,Ouvir,4078,64,9,4,1116,Odivelas,Grande Lisboa
Odivelas,25 - 29 anos,H,Andar ou subir degraus,4105,50,9,11,1116,Odivelas,Grande Lisboa
Odivelas,25 - 29 anos,H,Memória ou concentração,3846,301,17,6,1116,Odivelas,Grande Lisboa
Odivelas,25 - 29 anos,H,Compreender os outros ou fazer-se compreender,4030,121,15,9,1116,Odivelas,Grande Lisboa
Odivelas,25 - 29 anos,M,Ver,3529,682,49,6,1116,Odivelas,Grande Lisboa
Odivelas,25 - 29 anos,M,Ouvir,4146,90,13,4,1116,Odivelas,Grande Lisboa
Odivelas,25 - 29 anos,M,Andar ou subir degraus,4134,115,5,5,1116,Odivelas,Grande Lisboa
Odivelas,25 - 29 anos,M,Memória ou concentração,3766,452,27,10,1116,Odivelas,Grande Lisboa
Odivelas,25 - 29 anos,M,Compreender os outros ou fazer-se compreender,4140,97,16,6,1116,Odivelas,Grande Lisboa
Odivelas,30 - 34 anos,H,Ver,3936,453,21,8,1116,Odivelas,Grande Lisboa
Odivelas,30 - 34 anos,H,Ouvir,4299,92,5,9,1116,Odivelas,Grande Lisboa
Odivelas,30 - 34 anos,H,Andar ou subir degraus,4306,86,16,10,1116,Odivelas,Grande Lisboa
Odivelas,30 - 34 anos,H,Memória ou concentração,3993,388,21,12,1116,Odivelas,Grande Lisboa
Odivelas,30 - 34 anos,H,Compreender os outros ou fazer-se compreender,4275,106,24,10,1116,Odivelas,Grande Lisboa
Odivelas,30 - 34 anos,M,Ver,3977,834,54,7,1116,Odivelas,Grande Lisboa
Odivelas,30 - 34 anos,M,Ouvir,4702,131,15,10,1116,Odivelas,Grande Lisboa
Odivelas,30 - 34 anos,M,Andar ou subir degraus,4706,140,19,5,1116,Odivelas,Grande Lisboa
Odivelas,30 - 34 anos,M,Memória ou concentração,4205,627,23,12,1116,Odivelas,Grande Lisboa
Odivelas,30 - 34 anos,M,Compreender os outros ou fazer-se compreender,4724,119,15,6,1116,Odivelas,Grande Lisboa
Odivelas,35 - 39 anos,H,Ver,4507,526,28,9,1116,Odivelas,Grande Lisboa
Odivelas,35 - 39 anos,H,Ouvir,4892,154,12,9,1116,Odivelas,Grande Lisboa
Odivelas,35 - 39 anos,H,Andar ou subir degraus,4914,129,24,10,1116,Odivelas,Grande Lisboa
Odivelas,35 - 39 anos,H,Memória ou concentração,4596,451,25,11,1116,Odivelas,Grande Lisboa
Odivelas,35 - 39 anos,H,Compreender os outros ou fazer-se compreender,4908,129,32,11,1116,Odivelas,Grande Lisboa
Odivelas,35 - 39 anos,M,Ver,4488,848,31,6,1116,Odivelas,Grande Lisboa
Odivelas,35 - 39 anos,M,Ouvir,5158,183,8,10,1116,Odivelas,Grande Lisboa
Odivelas,35 - 39 anos,M,Andar ou subir degraus,5104,237,29,7,1116,Odivelas,Grande Lisboa
Odivelas,35 - 39 anos,M,Memória ou concentração,4616,700,39,11,1116,Odivelas,Grande Lisboa
Odivelas,35 - 39 anos,M,Compreender os outros ou fazer-se compreender,5228,121,14,9,1116,Odivelas,Grande Lisboa
Odivelas,40 - 44 anos,H,Ver,4807,779,39,11,1116,Odivelas,Grande Lisboa
Odivelas,40 - 44 anos,H,Ouvir,5365,228,24,9,1116,Odivelas,Grande Lisboa
Odivelas,40 - 44 anos,H,Andar ou subir degraus,5381,217,34,11,1116,Odivelas,Grande Lisboa
Odivelas,40 - 44 anos,H,Memória ou concentração,5068,529,35,7,1116,Odivelas,Grande Lisboa
Odivelas,40 - 44 anos,H,Compreender os outros ou fazer-se compreender,5482,129,26,4,1116,Odivelas,Grande Lisboa
Odivelas,40 - 44 anos,M,Ver,4840,1242,65,11,1116,Odivelas,Grande Lisboa
Odivelas,40 - 44 anos,M,Ouvir,5832,276,15,11,1116,Odivelas,Grande Lisboa
Odivelas,40 - 44 anos,M,Andar ou subir degraus,5675,423,49,16,1116,Odivelas,Grande Lisboa
Odivelas,40 - 44 anos,M,Memória ou concentração,5237,848,58,15,1116,Odivelas,Grande Lisboa
Odivelas,40 - 44 anos,M,Compreender os outros ou fazer-se compreender,6013,132,14,11,1116,Odivelas,Grande Lisboa
Odivelas,45 - 49 anos,H,Ver,3917,1274,62,15,1116,Odivelas,Grande Lisboa
Odivelas,45 - 49 anos,H,Ouvir,4892,308,30,12,1116,Odivelas,Grande Lisboa
Odivelas,45 - 49 anos,H,Andar ou subir degraus,4882,331,46,13,1116,Odivelas,Grande Lisboa
Odivelas,45 - 49 anos,H,Memória ou concentração,4608,597,51,11,1116,Odivelas,Grande Lisboa
Odivelas,45 - 49 anos,H,Compreender os outros ou fazer-se compreender,5100,139,23,5,1116,Odivelas,Grande Lisboa
Odivelas,45 - 49 anos,M,Ver,3753,1963,126,11,1116,Odivelas,Grande Lisboa
Odivelas,45 - 49 anos,M,Ouvir,5410,364,33,14,1116,Odivelas,Grande Lisboa
Odivelas,45 - 49 anos,M,Andar ou subir degraus,5135,623,75,17,1116,Odivelas,Grande Lisboa
Odivelas,45 - 49 anos,M,Memória ou concentração,4766,1008,59,8,1116,Odivelas,Grande Lisboa
Odivelas,45 - 49 anos,M,Compreender os outros ou fazer-se compreender,5642,178,16,6,1116,Odivelas,Grande Lisboa
Odivelas,50 - 54 anos,H,Ver,2814,1354,87,13,1116,Odivelas,Grande Lisboa
Odivelas,50 - 54 anos,H,Ouvir,3807,382,42,13,1116,Odivelas,Grande Lisboa
Odivelas,50 - 54 anos,H,Andar ou subir degraus,3758,413,79,18,1116,Odivelas,Grande Lisboa
Odivelas,50 - 54 anos,H,Memória ou concentração,3607,585,45,13,1116,Odivelas,Grande Lisboa
Odivelas,50 - 54 anos,H,Compreender os outros ou fazer-se compreender,4106,131,24,12,1116,Odivelas,Grande Lisboa
Odivelas,50 - 54 anos,M,Ver,2943,1820,149,16,1116,Odivelas,Grande Lisboa
Odivelas,50 - 54 anos,M,Ouvir,4444,397,44,10,1116,Odivelas,Grande Lisboa
