Place of Residence,Age Group,Gender,Tipo de dificuldade,Não tem nenhuma dificuldade,Tem alguma dificuldade,Tem muita dificuldade,Não consegue efetuar a ação,freguesia_code,municipio,region
Cascais,65 - 69 anos,H,Memória ou concentração,4086,1036,93,23,1105,Cascais,Grande Lisboa
Cascais,65 - 69 anos,H,Compreender os outros ou fazer-se compreender,4979,210,33,16,1105,Cascais,Grande Lisboa
Cascais,65 - 69 anos,M,Ver,4490,2147,232,16,1105,Cascais,Grande Lisboa
Cascais,65 - 69 anos,M,Ouvir,5766,949,120,20,1105,Cascais,Grande Lisboa
Cascais,65 - 69 anos,M,Andar ou subir degraus,4705,1777,372,45,1105,Cascais,Grande Lisboa
Cascais,65 - 69 anos,M,Memória ou concentração,4985,1701,143,44,1105,Cascais,Grande Lisboa
Cascais,65 - 69 anos,M,Compreender os outros ou fazer-se compreender,6549,271,42,24,1105,Cascais,Grande Lisboa
Cascais,70 - 74 anos,H,Ver,3485,1426,142,29,1105,Cascais,Grande Lisboa
Cascais,70 - 74 anos,H,Ouvir,3657,1195,189,19,1105,Cascais,Grande Lisboa
Cascais,70 - 74 anos,H,Andar ou subir degraus,3640,1159,241,54,1105,Cascais,Grande Lisboa
Cascais,70 - 74 anos,H,Memória ou concentração,3555,1356,130,39,1105,Cascais,Grande Lisboa
Cascais,70 - 74 anos,H,Compreender os outros ou fazer-se compreender,4754,254,53,28,1105,Cascais,Grande Lisboa
Cascais,70 - 74 anos,M,Ver,4069,2293,286,15,1105,Cascais,Grande Lisboa
Cascais,70 - 74 anos,M,Ouvir,5146,1284,195,11,1105,Cascais,Grande Lisboa
Cascais,70 - 74 anos,M,Andar ou subir degraus,3885,2116,616,54,1105,Cascais,Grande Lisboa
Cascais,70 - 74 anos,M,Memória ou concentração,4392,2016,201,48,1105,Cascais,Grande Lisboa
Cascais,70 - 74 anos,M,Compreender os outros ou fazer-se compreender,6277,334,40,28,1105,Cascais,Grande Lisboa
Cascais,75 ou mais anos,H,Ver,4722,3293,653,60,1105,Cascais,Grande Lisboa
Cascais,75 ou mais anos,H,Ouvir,4571,3086,995,49,1105,Cascais,Grande Lisboa
Cascais,75 ou mais anos,H,Andar ou subir degraus,4087,3186,1187,278,1105,Cascais,Grande Lisboa
Cascais,75 ou mais anos,H,Memória ou concentração,4536,3288,624,263,1105,Cascais,Grande Lisboa
Cascais,75 ou mais anos,H,Compreender os outros ou fazer-se compreender,7391,980,263,125,1105,Cascais,Grande Lisboa
Cascais,75 ou mais anos,M,Ver,5906,5965,1607,98,1105,Cascais,Grande Lisboa
Cascais,75 ou mais anos,M,Ouvir,7157,4590,1678,84,1105,Cascais,Grande Lisboa
Cascais,75 ou mais anos,M,Andar ou subir degraus,3910,5588,3308,812,1105,Cascais,Grande Lisboa
Cascais,75 ou mais anos,M,Memória ou concentração,5741,5534,1564,731,1105,Cascais,Grande Lisboa
Cascais,75 ou mais anos,M,Compreender os outros ou fazer-se compreender,10833,1866,598,321,1105,Cascais,Grande Lisboa
Lisboa,Total,H,Ver,161785,42548,4786,697,1106,Lisboa,Grande Lisboa
Lisboa,Total,H,Ouvir,182874,21422,4280,539,1106,Lisboa,Grande Lisboa
Lisboa,Total,H,Andar ou subir degraus,179011,22575,6764,1522,1106,Lisboa,Grande Lisboa
Lisboa,Total,H,Memória ou concentração,172942,31560,3915,1165,1106,Lisboa,Grande Lisboa
Lisboa,Total,H,Compreender os outros ou fazer-se compreender,198712,8483,1778,707,1106,Lisboa,Grande Lisboa
Lisboa,Total,M,Ver,168504,68313,10507,795,1106,Lisboa,Grande Lisboa
Lisboa,Total,M,Ouvir,210059,29032,7562,686,1106,Lisboa,Grande Lisboa
Lisboa,Total,M,Andar ou subir degraus,185856,41346,17738,3390,1106,Lisboa,Grande Lisboa
Lisboa,Total,M,Memória ou concentração,185099,52105,8124,2561,1106,Lisboa,Grande Lisboa
Lisboa,Total,M,Compreender os outros ou fazer-se compreender,232388,11808,2659,1286,1106,Lisboa,Grande Lisboa
Lisboa,15 - 19 anos,H,Ver,11402,942,55,9,1106,Lisboa,Grande Lisboa
Lisboa,15 - 19 anos,H,Ouvir,12246,114,21,6,1106,Lisboa,Grande Lisboa
Lisboa,15 - 19 anos,H,Andar ou subir degraus,12302,80,16,13,1106,Lisboa,Grande Lisboa
Lisboa,15 - 19 anos,H,Memória ou concentração,11570,679,116,29,1106,Lisboa,Grande Lisboa
Lisboa,15 - 19 anos,H,Compreender os outros ou fazer-se compreender,12071,251,46,30,1106,Lisboa,Grande Lisboa
Lisboa,15 - 19 anos,M,Ver,10630,1388,120,9,1106,Lisboa,Grande Lisboa
Lisboa,15 - 19 anos,M,Ouvir,11932,154,18,8,1106,Lisboa,Grande Lisboa
Lisboa,15 - 19 anos,M,Andar ou subir degraus,11937,148,27,22,1106,Lisboa,Grande Lisboa
Lisboa,15 - 19 anos,M,Memória ou concentração,11227,806,74,23,1106,Lisboa,Grande Lisboa
Lisboa,15 - 19 anos,M,Compreender os outros ou fazer-se compreender,11901,172,44,8,1106,Lisboa,Grande Lisboa
Lisboa,20 - 24 anos,H,Ver,13051,1237,104,21,1106,Lisboa,Grande Lisboa
Lisboa,20 - 24 anos,H,Ouvir,14129,209,19,23,1106,Lisboa,Grande Lisboa
Lisboa,20 - 24 anos,H,Andar ou subir degraus,14214,150,20,31,1106,Lisboa,Grande Lisboa
Lisboa,20 - 24 anos,H,Memória ou concentração,13294,940,117,36,1106,Lisboa,Grande Lisboa
Lisboa,20 - 24 anos,H,Compreender os outros ou fazer-se compreender,13954,328,72,36,1106,Lisboa,Grande Lisboa
Lisboa,20 - 24 anos,M,Ver,12151,1944,129,22,1106,Lisboa,Grande Lisboa
Lisboa,20 - 24 anos,M,Ouvir,13937,231,26,20,1106,Lisboa,Grande Lisboa
Lisboa,20 - 24 anos,M,Andar ou subir degraus,13957,233,29,32,1106,Lisboa,Grande Lisboa
Lisboa,20 - 24 anos,M,Memória ou concentração,12877,1217,120,28,1106,Lisboa,Grande Lisboa
Lisboa,20 - 24 anos,M,Compreender os outros ou fazer-se compreender,13890,276,47,22,1106,Lisboa,Grande Lisboa
Lisboa,25 - 29 anos,H,Ver,16106,1739,135,42,1106,Lisboa,Grande Lisboa
Lisboa,25 - 29 anos,H,Ouvir,17505,381,31,51,1106,Lisboa,Grande Lisboa
Lisboa,25 - 29 anos,H,Andar ou subir degraus,17670,246,42,52,1106,Lisboa,Grande Lisboa
Lisboa,25 - 29 anos,H,Memória ou concentração,16289,1536,121,47,1106,Lisboa,Grande Lisboa
Lisboa,25 - 29 anos,H,Compreender os outros ou fazer-se compreender,17360,516,80,33,1106,Lisboa,Grande Lisboa
Lisboa,25 - 29 anos,M,Ver,15221,2778,147,22,1106,Lisboa,Grande Lisboa
Lisboa,25 - 29 anos,M,Ouvir,17670,391,25,31,1106,Lisboa,Grande Lisboa
Lisboa,25 - 29 anos,M,Andar ou subir degraus,17703,368,45,37,1106,Lisboa,Grande Lisboa
Lisboa,25 - 29 anos,M,Memória ou concentração,15997,1961,150,46,1106,Lisboa,Grande Lisboa
Lisboa,25 - 29 anos,M,Compreender os outros ou fazer-se compreender,17656,421,53,25,1106,Lisboa,Grande Lisboa
Lisboa,30 - 34 anos,H,Ver,16718,1818,121,35,1106,Lisboa,Grande Lisboa
Lisboa,30 - 34 anos,H,Ouvir,18089,484,29,31,1106,Lisboa,Grande Lisboa
Lisboa,30 - 34 anos,H,Andar ou subir degraus,18230,345,60,38,1106,Lisboa,Grande Lisboa
Lisboa,30 - 34 anos,H,Memória ou concentração,16889,1592,117,39,1106,Lisboa,Grande Lisboa
Lisboa,30 - 34 anos,H,Compreender os outros ou fazer-se compreender,17949,603,75,22,1106,Lisboa,Grande Lisboa
Lisboa,30 - 34 anos,M,Ver,15400,2727,160,23,1106,Lisboa,Grande Lisboa
Lisboa,30 - 34 anos,M,Ouvir,17802,410,30,30,1106,Lisboa,Grande Lisboa
Lisboa,30 - 34 anos,M,Andar ou subir degraus,17747,480,51,37,1106,Lisboa,Grande Lisboa
Lisboa,30 - 34 anos,M,Memória ou concentração,15967,2198,102,41,1106,Lisboa,Grande Lisboa
Lisboa,30 - 34 anos,M,Compreender os outros ou fazer-se compreender,17741,498,54,23,1106,Lisboa,Grande Lisboa
Lisboa,35 - 39 anos,H,Ver,16189,1736,127,54,1106,Lisboa,Grande Lisboa
Lisboa,35 - 39 anos,H,Ouvir,17436,521,45,46,1106,Lisboa,Grande Lisboa
Lisboa,35 - 39 anos,H,Andar ou subir degraus,17538,423,90,36,1106,Lisboa,Grande Lisboa
Lisboa,35 - 39 anos,H,Memória ou concentração,16347,1571,114,49,1106,Lisboa,Grande Lisboa
Lisboa,35 - 39 anos,H,Compreender os outros ou fazer-se compreender,17437,535,68,25,1106,Lisboa,Grande Lisboa
Lisboa,35 - 39 anos,M,Ver,15233,2604,161,36,1106,Lisboa,Grande Lisboa
Lisboa,35 - 39 anos,M,Ouvir,17400,512,42,37,1106,Lisboa,Grande Lisboa
Lisboa,35 - 39 anos,M,Andar ou subir degraus,17249,674,66,37,1106,Lisboa,Grande Lisboa
Lisboa,35 - 39 anos,M,Memória ou concentração,15595,2235,133,41,1106,Lisboa,Grande Lisboa
Lisboa,35 - 39 anos,M,Compreender os outros ou fazer-se compreender,17518,420,49,22,1106,Lisboa,Grande Lisboa
Lisboa,40 - 44 anos,H,Ver,16223,2472,156,41,1106,Lisboa,Grande Lisboa
Lisboa,40 - 44 anos,H,Ouvir,17995,755,68,30,1106,Lisboa,Grande Lisboa
Lisboa,40 - 44 anos,H,Andar ou subir degraus,18042,684,136,34,1106,Lisboa,Grande Lisboa
Lisboa,40 - 44 anos,H,Memória ou concentração,16974,1722,139,34,1106,Lisboa,Grande Lisboa
Lisboa,40 - 44 anos,H,Compreender os outros ou fazer-se compreender,18249,494,89,33,1106,Lisboa,Grande Lisboa
Lisboa,40 - 44 anos,M,Ver,15825,3702,237,28,1106,Lisboa,Grande Lisboa
Lisboa,40 - 44 anos,M,Ouvir,18854,777,68,40,1106,Lisboa,Grande Lisboa
Lisboa,40 - 44 anos,M,Andar ou subir degraus,18501,1105,152,51,1106,Lisboa,Grande Lisboa
Lisboa,40 - 44 anos,M,Memória ou concentração,16875,2688,182,41,1106,Lisboa,Grande Lisboa
Lisboa,40 - 44 anos,M,Compreender os outros ou fazer-se compreender,19271,433,62,26,1106,Lisboa,Grande Lisboa
Lisboa,45 - 49 anos,H,Ver,13853,4093,233,42,1106,Lisboa,Grande Lisboa
Lisboa,45 - 49 anos,H,Ouvir,17023,993,93,46,1106,Lisboa,Grande Lisboa
Lisboa,45 - 49 anos,H,Andar ou subir degraus,17092,915,171,48,1106,Lisboa,Grande Lisboa
Lisboa,45 - 49 anos,H,Memória ou concentração,16024,1987,150,57,1106,Lisboa,Grande Lisboa
Lisboa,45 - 49 anos,H,Compreender os outros ou fazer-se compreender,17593,475,102,35,1106,Lisboa,Grande Lisboa
Lisboa,45 - 49 anos,M,Ver,13686,5586,392,39,1106,Lisboa,Grande Lisboa
Lisboa,45 - 49 anos,M,Ouvir,18513,1005,97,41,1106,Lisboa,Grande Lisboa
Lisboa,45 - 49 anos,M,Andar ou subir degraus,17917,1541,237,44,1106,Lisboa,Grande Lisboa
Lisboa,45 - 49 anos,M,Memória ou concentração,16439,3001,220,57,1106,Lisboa,Grande Lisboa
Lisboa,45 - 49 anos,M,Compreender os outros ou fazer-se compreender,19140,483,76,39,1106,Lisboa,Grande Lisboa
Lisboa,50 - 54 anos,H,Ver,10878,4507,311,48,1106,Lisboa,Grande Lisboa
Lisboa,50 - 54 anos,H,Ouvir,14332,1200,122,38,1106,Lisboa,Grande Lisboa
Lisboa,50 - 54 anos,H,Andar ou subir degraus,14145,1270,262,68,1106,Lisboa,Grande Lisboa
Lisboa,50 - 54 anos,H,Memória ou concentração,13435,2045,177,67,1106,Lisboa,Grande Lisboa
Lisboa,50 - 54 anos,H,Compreender os outros ou fazer-se compreender,15088,511,95,58,1106,Lisboa,Grande Lisboa
Lisboa,50 - 54 anos,M,Ver,11732,5765,472,42,1106,Lisboa,Grande Lisboa
Lisboa,50 - 54 anos,M,Ouvir,16577,1185,138,44,1106,Lisboa,Grande Lisboa
Lisboa,50 - 54 anos,M,Andar ou subir degraus,15370,2166,412,70,1106,Lisboa,Grande Lisboa
Lisboa,50 - 54 anos,M,Memória ou concentração,14373,3330,242,62,1106,Lisboa,Grande Lisboa
Lisboa,50 - 54 anos,M,Compreender os outros ou fazer-se compreender,17379,524,72,36,1106,Lisboa,Grande Lisboa
Lisboa,55 - 59 anos,H,Ver,10168,4218,375,48,1106,Lisboa,Grande Lisboa
Lisboa,55 - 59 anos,H,Ouvir,13015,1523,176,35,1106,Lisboa,Grande Lisboa
Lisboa,55 - 59 anos,H,Andar ou subir degraus,12606,1757,399,64,1106,Lisboa,Grande Lisboa
Lisboa,55 - 59 anos,H,Memória ou concentração,12310,2213,228,51,1106,Lisboa,Grande Lisboa
Lisboa,55 - 59 anos,H,Compreender os outros ou fazer-se compreender,14114,554,109,30,1106,Lisboa,Grande Lisboa
Lisboa,55 - 59 anos,M,Ver,10957,5789,578,29,1106,Lisboa,Grande Lisboa
Lisboa,55 - 59 anos,M,Ouvir,15463,1598,186,37,1106,Lisboa,Grande Lisboa
Lisboa,55 - 59 anos,M,Andar ou subir degraus,13588,3052,671,64,1106,Lisboa,Grande Lisboa
Lisboa,55 - 59 anos,M,Memória ou concentração,13345,3573,363,46,1106,Lisboa,Grande Lisboa
Lisboa,55 - 59 anos,M,Compreender os outros ou fazer-se compreender,16666,569,83,30,1106,Lisboa,Grande Lisboa
Lisboa,60 - 64 anos,H,Ver,8991,3739,378,57,1106,Lisboa,Grande Lisboa
Lisboa,60 - 64 anos,H,Ouvir,11075,1753,239,36,1106,Lisboa,Grande Lisboa
Lisboa,60 - 64 anos,H,Andar ou subir degraus,10375,2183,528,87,1106,Lisboa,Grande Lisboa
Lisboa,60 - 64 anos,H,Memória ou concentração,10499,2367,217,61,1106,Lisboa,Grande Lisboa
Lisboa,60 - 64 anos,H,Compreender os outros ou fazer-se compreender,12498,494,122,36,1106,Lisboa,Grande Lisboa
Lisboa,60 - 64 anos,M,Ver,10631,5428,699,48,1106,Lisboa,Grande Lisboa
Lisboa,60 - 64 anos,M,Ouvir,14455,2011,235,43,1106,Lisboa,Grande Lisboa
Lisboa,60 - 64 anos,M,Andar ou subir degraus,11858,3895,968,105,1106,Lisboa,Grande Lisboa
Lisboa,60 - 64 anos,M,Memória ou concentração,12477,3833,389,79,1106,Lisboa,Grande Lisboa
Lisboa,60 - 64 anos,M,Compreender os outros ou fazer-se compreender,16030,627,88,44,1106,Lisboa,Grande Lisboa
Lisboa,65 - 69 anos,H,Ver,8354,3514,404,41,1106,Lisboa,Grande Lisboa
Lisboa,65 - 69 anos,H,Ouvir,9731,2171,312,34,1106,Lisboa,Grande Lisboa
Lisboa,65 - 69 anos,H,Andar ou subir degraus,9041,2621,568,108,1106,Lisboa,Grande Lisboa
Lisboa,65 - 69 anos,H,Memória ou concentração,9391,2655,211,63,1106,Lisboa,Grande Lisboa
Lisboa,65 - 69 anos,H,Compreender os outros ou fazer-se compreender,11679,491,106,44,1106,Lisboa,Grande Lisboa
Lisboa,65 - 69 anos,M,Ver,10011,5314,749,41,1106,Lisboa,Grande Lisboa
Lisboa,65 - 69 anos,M,Ouvir,13236,2454,318,42,1106,Lisboa,Grande Lisboa
Lisboa,65 - 69 anos,M,Andar ou subir degraus,10229,4498,1302,118,1106,Lisboa,Grande Lisboa
Lisboa,65 - 69 anos,M,Memória ou concentração,11434,4191,408,66,1106,Lisboa,Grande Lisboa
Lisboa,65 - 69 anos,M,Compreender os outros ou fazer-se compreender,15361,630,106,41,1106,Lisboa,Grande Lisboa
Lisboa,70 - 74 anos,H,Ver,7713,3496,445,63,1106,Lisboa,Grande Lisboa
Lisboa,70 - 74 anos,H,Ouvir,8303,2910,430,32,1106,Lisboa,Grande Lisboa
Lisboa,70 - 74 anos,H,Andar ou subir degraus,7782,2976,826,158,1106,Lisboa,Grande Lisboa
Lisboa,70 - 74 anos,H,Memória ou concentração,8128,3161,339,76,1106,Lisboa,Grande Lisboa
Lisboa,70 - 74 anos,H,Compreender os outros ou fazer-se compreender,10900,657,117,56,1106,Lisboa,Grande Lisboa
Lisboa,70 - 74 anos,M,Ver,9808,5742,893,60,1106,Lisboa,Grande Lisboa
Lisboa,70 - 74 anos,M,Ouvir,12628,3247,519,49,1106,Lisboa,Grande Lisboa
Lisboa,70 - 74 anos,M,Andar ou subir degraus,8933,5626,1777,163,1106,Lisboa,Grande Lisboa
Lisboa,70 - 74 anos,M,Memória ou concentração,10587,5123,611,130,1106,Lisboa,Grande Lisboa
Lisboa,70 - 74 anos,M,Compreender os outros ou fazer-se compreender,15521,790,142,76,1106,Lisboa,Grande Lisboa
Lisboa,75 ou mais anos,H,Ver,12139,9037,1942,196,1106,Lisboa,Grande Lisboa
Lisboa,75 ou mais anos,H,Ouvir,11995,8408,2695,131,1106,Lisboa,Grande Lisboa
Lisboa,75 ou mais anos,H,Andar ou subir degraus,9974,8925,3646,785,1106,Lisboa,Grande Lisboa
Lisboa,75 ou mais anos,H,Memória ou concentração,11792,9092,1869,556,1106,Lisboa,Grande Lisboa
Lisboa,75 ou mais anos,H,Compreender os outros ou fazer-se compreender,19820,2574,697,269,1106,Lisboa,Grande Lisboa
Lisboa,75 ou mais anos,M,Ver,17219,19546,5770,396,1106,Lisboa,Grande Lisboa
Lisboa,75 ou mais anos,M,Ouvir,21592,15057,5860,264,1106,Lisboa,Grande Lisboa
Lisboa,75 ou mais anos,M,Andar ou subir degraus,10867,17560,12001,2610,1106,Lisboa,Grande Lisboa
Lisboa,75 ou mais anos,M,Memória ou concentração,17906,17949,5130,1901,1106,Lisboa,Grande Lisboa
Lisboa,75 ou mais anos,M,Compreender os outros ou fazer-se compreender,34314,5965,1783,894,1106,Lisboa,Grande Lisboa
Loures,Total,H,Ver,57418,17500,1941,215,1107,Loures,Grande Lisboa
Loures,Total,H,Ouvir,65979,8768,1861,187,1107,Loures,Grande Lisboa
Loures,Total,H,Andar ou subir degraus,64404,9519,2603,598,1107,Loures,Grande Lisboa
Loures,Total,H,Memória ou concentração,62716,12332,1554,443,1107,Loures,Grande Lisboa
Loures,Total,H,Compreender os outros ou fazer-se compreender,72849,3379,681,239,1107,Loures,Grande Lisboa
Loures,Total,M,Ver,57865,27164,3833,210,1107,Loures,Grande Lisboa
Loures,Total,M,Ouvir,75486,10432,2546,243,1107,Loures,Grande Lisboa
Loures,Total,M,Andar ou subir degraus,65927,16156,5997,1074,1107,Loures,Grande Lisboa
Loures,Total,M,Memória ou concentração,66024,19255,2907,873,1107,Loures,Grande Lisboa
Loures,Total,M,Compreender os outros ou fazer-se compreender,83444,4270,924,464,1107,Loures,Grande Lisboa
Loures,15 - 19 anos,H,Ver,4805,462,45,8,1107,Loures,Grande Lisboa
Loures,15 - 19 anos,H,Ouvir,5231,62,8,7,1107,Loures,Grande Lisboa
Loures,15 - 19 anos,H,Andar ou subir degraus,5243,51,12,12,1107,Loures,Grande Lisboa
Loures,15 - 19 anos,H,Memória ou concentração,4914,331,47,21,1107,Loures,Grande Lisboa
Loures,15 - 19 anos,H,Compreender os outros ou fazer-se compreender,5124,146,27,16,1107,Loures,Grande Lisboa
Loures,15 - 19 anos,M,Ver,4201,720,61,3,1107,Loures,Grande Lisboa
Loures,15 - 19 anos,M,Ouvir,4872,87,5,3,1107,Loures,Grande Lisboa
Loures,15 - 19 anos,M,Andar ou subir degraus,4889,82,11,6,1107,Loures,Grande Lisboa
Loures,15 - 19 anos,M,Memória ou concentração,4582,358,34,5,1107,Loures,Grande Lisboa
Loures,15 - 19 anos,M,Compreender os outros ou fazer-se compreender,4875,82,13,7,1107,Loures,Grande Lisboa
Loures,20 - 24 anos,H,Ver,4845,471,43,11,1107,Loures,Grande Lisboa
Loures,20 - 24 anos,H,Ouvir,5281,64,7,10,1107,Loures,Grande Lisboa
Loures,20 - 24 anos,H,Andar ou subir degraus,5279,59,18,14,1107,Loures,Grande Lisboa
Loures,20 - 24 anos,H,Memória ou concentração,4991,322,33,17,1107,Loures,Grande Lisboa
Loures,20 - 24 anos,H,Compreender os outros ou fazer-se compreender,5225,119,16,11,1107,Loures,Grande Lisboa
Loures,20 - 24 anos,M,Ver,4397,860,68,3,1107,Loures,Grande Lisboa
Loures,20 - 24 anos,M,Ouvir,5197,89,16,5,1107,Loures,Grande Lisboa
Loures,20 - 24 anos,M,Andar ou subir degraus,5193,115,12,9,1107,Loures,Grande Lisboa
Loures,20 - 24 anos,M,Memória ou concentração,4776,492,42,9,1107,Loures,Grande Lisboa
Loures,20 - 24 anos,M,Compreender os outros ou fazer-se compreender,5207,85,13,12,1107,Loures,Grande Lisboa
Loures,25 - 29 anos,H,Ver,4920,509,42,7,1107,Loures,Grande Lisboa
Loures,25 - 29 anos,H,Ouvir,5343,93,17,5,1107,Loures,Grande Lisboa
Loures,25 - 29 anos,H,Andar ou subir degraus,5345,96,19,15,1107,Loures,Grande Lisboa
Loures,25 - 29 anos,H,Memória ou concentração,5054,367,33,17,1107,Loures,Grande Lisboa
Loures,25 - 29 anos,H,Compreender os outros ou fazer-se compreender,5285,145,25,13,1107,Loures,Grande Lisboa
Loures,25 - 29 anos,M,Ver,4749,885,69,5,1107,Loures,Grande Lisboa
Loures,25 - 29 anos,M,Ouvir,5537,133,13,5,1107,Loures,Grande Lisboa
Loures,25 - 29 anos,M,Andar ou subir degraus,5541,140,21,10,1107,Loures,Grande Lisboa
Loures,25 - 29 anos,M,Memória ou concentração,5061,589,51,7,1107,Loures,Grande Lisboa
Loures,25 - 29 anos,M,Compreender os outros ou fazer-se compreender,5581,110,18,5,1107,Loures,Grande Lisboa
Loures,30 - 34 anos,H,Ver,5127,534,47,6,1107,Loures,Grande Lisboa
Loures,30 - 34 anos,H,Ouvir,5538,149,14,8,1107,Loures,Grande Lisboa
Loures,30 - 34 anos,H,Andar ou subir degraus,5552,127,22,14,1107,Loures,Grande Lisboa
Loures,30 - 34 anos,H,Memória ou concentração,5193,464,39,13,1107,Loures,Grande Lisboa
Loures,30 - 34 anos,H,Compreender os outros ou fazer-se compreender,5530,160,15,6,1107,Loures,Grande Lisboa
Loures,30 - 34 anos,M,Ver,5003,1025,62,12,1107,Loures,Grande Lisboa
Loures,30 - 34 anos,M,Ouvir,5860,192,12,15,1107,Loures,Grande Lisboa
Loures,30 - 34 anos,M,Andar ou subir degraus,5855,225,31,9,1107,Loures,Grande Lisboa
Loures,30 - 34 anos,M,Memória ou concentração,5295,768,38,9,1107,Loures,Grande Lisboa
Loures,30 - 34 anos,M,Compreender os outros ou fazer-se compreender,5928,147,23,10,1107,Loures,Grande Lisboa
Loures,35 - 39 anos,H,Ver,5637,638,40,5,1107,Loures,Grande Lisboa
Loures,35 - 39 anos,H,Ouvir,6091,197,11,8,1107,Loures,Grande Lisboa
Loures,35 - 39 anos,H,Andar ou subir degraus,6094,197,25,11,1107,Loures,Grande Lisboa
Loures,35 - 39 anos,H,Memória ou concentração,5724,554,34,9,1107,Loures,Grande Lisboa
Loures,35 - 39 anos,H,Compreender os outros ou fazer-se compreender,6149,139,30,6,1107,Loures,Grande Lisboa
Loures,35 - 39 anos,M,Ver,5691,1093,74,9,1107,Loures,Grande Lisboa
Loures,35 - 39 anos,M,Ouvir,6593,221,24,17,1107,Loures,Grande Lisboa
Loures,35 - 39 anos,M,Andar ou subir degraus,6485,339,36,17,1107,Loures,Grande Lisboa
Loures,35 - 39 anos,M,Memória ou concentração,5901,895,60,15,1107,Loures,Grande Lisboa
Loures,35 - 39 anos,M,Compreender os outros ou fazer-se compreender,6695,153,21,12,1107,Loures,Grande Lisboa
Loures,40 - 44 anos,H,Ver,6005,934,50,20,1107,Loures,Grande Lisboa
Loures,40 - 44 anos,H,Ouvir,6706,254,16,18,1107,Loures,Grande Lisboa
Loures,40 - 44 anos,H,Andar ou subir degraus,6642,291,47,20,1107,Loures,Grande Lisboa
Loures,40 - 44 anos,H,Memória ou concentração,6269,677,42,16,1107,Loures,Grande Lisboa
Loures,40 - 44 anos,H,Compreender os outros ou fazer-se compreender,6807,162,27,9,1107,Loures,Grande Lisboa
Loures,40 - 44 anos,M,Ver,6036,1561,97,13,1107,Loures,Grande Lisboa
Loures,40 - 44 anos,M,Ouvir,7337,304,35,16,1107,Loures,Grande Lisboa
Loures,40 - 44 anos,M,Andar ou subir degraus,7090,532,72,19,1107,Loures,Grande Lisboa
Loures,40 - 44 anos,M,Memória ou concentração,6473,1143,79,24,1107,Loures,Grande Lisboa
Loures,40 - 44 anos,M,Compreender os outros ou fazer-se compreender,7518,163,26,11,1107,Loures,Grande Lisboa
Loures,45 - 49 anos,H,Ver,5218,1581,102,9,1107,Loures,Grande Lisboa
Loures,45 - 49 anos,H,Ouvir,6457,375,37,13,1107,Loures,Grande Lisboa
Loures,45 - 49 anos,H,Andar ou subir degraus,6367,462,64,17,1107,Loures,Grande Lisboa
Loures,45 - 49 anos,H,Memória ou concentração,6048,789,56,15,1107,Loures,Grande Lisboa
Loures,45 - 49 anos,H,Compreender os outros ou fazer-se compreender,6718,166,29,9,1107,Loures,Grande Lisboa
Loures,45 - 49 anos,M,Ver,5246,2421,190,11,1107,Loures,Grande Lisboa
Loures,45 - 49 anos,M,Ouvir,7306,483,43,15,1107,Loures,Grande Lisboa
Loures,45 - 49 anos,M,Andar ou subir degraus,6922,825,112,17,1107,Loures,Grande Lisboa
Loures,45 - 49 anos,M,Memória ou concentração,6428,1324,105,18,1107,Loures,Grande Lisboa
Loures,45 - 49 anos,M,Compreender os outros ou fazer-se compreender,7646,202,24,10,1107,Loures,Grande Lisboa
Loures,50 - 54 anos,H,Ver,4157,1818,137,14,1107,Loures,Grande Lisboa
Loures,50 - 54 anos,H,Ouvir,5539,510,45,11,1107,Loures,Grande Lisboa
Loures,50 - 54 anos,H,Andar ou subir degraus,5433,587,90,22,1107,Loures,Grande Lisboa
Loures,50 - 54 anos,H,Memória ou concentração,5211,827,64,21,1107,Loures,Grande Lisboa
Loures,50 - 54 anos,H,Compreender os outros ou fazer-se compreender,5920,177,31,10,1107,Loures,Grande Lisboa
Loures,50 - 54 anos,M,Ver,4056,2527,252,11,1107,Loures,Grande Lisboa
Loures,50 - 54 anos,M,Ouvir,6196,551,52,10,1107,Loures,Grande Lisboa
Loures,50 - 54 anos,M,Andar ou subir degraus,5547,1093,191,15,1107,Loures,Grande Lisboa
Loures,50 - 54 anos,M,Memória ou concentração,5424,1285,129,14,1107,Loures,Grande Lisboa
Loures,50 - 54 anos,M,Compreender os outros ou fazer-se compreender,6582,227,35,2,1107,Loures,Grande Lisboa
Loures,55 - 59 anos,H,Ver,3495,1816,171,14,1107,Loures,Grande Lisboa
Loures,55 - 59 anos,H,Ouvir,4614,742,84,22,1107,Loures,Grande Lisboa
Loures,55 - 59 anos,H,Andar ou subir degraus,4493,822,157,28,1107,Loures,Grande Lisboa
Loures,55 - 59 anos,H,Memória ou concentração,4448,941,88,16,1107,Loures,Grande Lisboa
Loures,55 - 59 anos,H,Compreender os outros ou fazer-se compreender,5225,224,34,10,1107,Loures,Grande Lisboa
Loures,55 - 59 anos,M,Ver,3780,2511,264,13,1107,Loures,Grande Lisboa
Loures,55 - 59 anos,M,Ouvir,5749,667,92,18,1107,Loures,Grande Lisboa
Loures,55 - 59 anos,M,Andar ou subir degraus,4799,1445,305,21,1107,Loures,Grande Lisboa
Loures,55 - 59 anos,M,Memória ou concentração,4910,1501,124,26,1107,Loures,Grande Lisboa
