Place of Residence,Age Group,Gender,Total,Portuguesa,Estrangeira,Europa,Alemanha,Áustria,Bélgica,Bulgária,Espanha,França,Irlanda,Itália,Luxemburgo,Países Baixos,Polónia,Roménia,Suécia,Federação da Rússia,Suíça,Ucrânia,África,África do Sul,Angola,Cabo Verde,Guiné-Bissau,Moçambique,São Tomé e Príncipe,América,Canadá,Estados Unidos da América,Argentina,Brasil,Venezuela,Ásia,Bangladeche,China,Índia,Nepal,Paquistão,Oceânia,freguesia_code,municipio,region
São Domingos de Benfica,20 - 24 anos,M,952,790,162,37,2,0,1,0,3,7,1,2,3,1,0,1,0,0,2,7,50,1,29,9,3,5,2,47,0,3,0,43,1,28,0,9,1,3,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,25 - 29 anos,H,1142,945,197,50,2,0,4,0,5,8,2,5,1,4,0,0,2,3,4,2,25,0,16,4,2,0,0,85,1,1,1,73,3,37,4,10,8,8,1,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,25 - 29 anos,M,1213,979,234,59,3,0,4,2,6,8,0,5,0,3,4,0,0,4,4,6,35,1,23,4,2,2,1,119,3,4,0,102,8,21,1,9,0,6,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,30 - 34 anos,H,1061,868,193,48,2,0,5,0,4,11,0,3,0,3,2,2,0,3,5,1,24,3,10,4,3,0,4,92,3,3,1,81,4,28,2,6,3,7,3,1,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,30 - 34 anos,M,1147,918,229,64,2,0,1,0,2,7,0,6,0,2,5,6,0,6,4,5,28,2,16,1,2,3,3,107,1,3,1,93,7,27,4,7,3,6,2,3,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,35 - 39 anos,H,983,819,164,38,3,0,0,0,6,6,1,6,2,3,1,2,0,0,2,3,26,2,13,2,1,6,0,66,1,0,1,57,6,33,9,13,2,4,0,1,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,35 - 39 anos,M,1057,852,205,39,4,1,0,0,5,9,1,2,0,1,2,1,0,4,0,6,40,3,19,5,3,7,3,114,0,2,1,104,1,12,1,7,0,1,1,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,40 - 44 anos,H,1139,969,170,41,6,1,0,0,3,16,0,4,0,0,1,2,0,0,0,4,47,3,25,2,3,8,3,70,2,1,0,62,1,12,0,6,1,0,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,40 - 44 anos,M,1240,1004,236,59,2,0,0,0,9,19,0,4,0,0,0,6,0,2,0,7,46,1,26,8,2,8,1,112,1,1,2,100,5,19,0,9,1,1,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,45 - 49 anos,H,1062,845,217,53,7,0,1,0,6,21,0,0,0,0,0,6,0,1,0,5,91,1,52,3,1,29,1,54,1,1,2,46,3,19,0,13,0,2,2,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,45 - 49 anos,M,1275,984,291,66,6,0,2,0,5,23,0,1,0,0,2,5,0,3,2,4,130,2,69,8,1,45,3,80,3,2,1,69,4,15,0,13,0,0,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,50 - 54 anos,H,973,784,189,31,4,0,1,0,3,15,0,2,0,0,0,1,0,1,1,2,107,3,55,10,3,31,2,33,3,2,1,23,2,17,0,10,4,0,0,1,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,50 - 54 anos,M,1228,986,242,36,5,0,0,1,0,10,0,2,0,1,0,1,0,4,0,5,130,2,63,11,4,42,2,58,1,1,0,53,2,18,1,10,0,0,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,55 - 59 anos,H,929,786,143,22,2,0,1,0,3,3,1,3,0,2,1,0,0,1,0,4,90,0,40,4,3,36,5,22,0,0,1,19,0,9,0,6,0,0,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,55 - 59 anos,M,1154,934,220,15,0,0,0,1,1,5,0,1,0,1,0,1,0,1,0,3,144,1,73,14,6,44,3,51,0,1,0,46,3,10,0,4,0,0,1,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,60 - 64 anos,H,843,723,120,12,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,4,85,0,39,8,2,30,2,17,0,3,1,8,5,6,0,2,1,0,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,60 - 64 anos,M,1114,914,200,14,1,0,1,0,3,1,0,0,0,0,1,1,0,1,0,4,144,0,65,11,5,53,6,37,0,0,0,30,4,5,0,1,1,0,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,65 - 69 anos,H,809,706,103,8,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,80,0,34,13,4,21,2,9,0,0,0,9,0,6,0,3,2,0,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,65 - 69 anos,M,1149,987,162,10,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,5,113,0,51,9,2,43,6,28,0,2,0,22,2,11,0,3,7,0,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,70 - 74 anos,H,834,767,67,9,2,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,52,0,20,5,3,22,2,4,0,0,0,2,0,2,0,0,2,0,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,70 - 74 anos,M,1333,1184,149,15,0,0,0,0,2,3,0,1,0,1,0,0,1,0,0,3,105,1,47,8,2,40,1,8,0,0,0,8,0,21,0,3,10,0,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,75 - 79 anos,H,774,730,44,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,27,0,7,5,0,14,1,3,0,0,0,3,0,9,0,0,9,0,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,75 - 79 anos,M,1171,1085,86,7,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,71,1,35,14,1,15,1,5,0,0,1,4,0,3,0,0,3,0,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,80 - 84 anos,H,568,526,42,5,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,28,0,8,6,1,12,1,2,0,0,0,2,0,7,0,1,3,0,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,80 - 84 anos,M,851,802,49,6,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,31,0,16,5,2,7,0,4,0,0,0,4,0,8,0,0,7,0,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,85 e mais anos,H,511,484,27,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,0,8,3,0,6,0,4,0,0,1,3,0,1,0,0,1,0,0,0,110639,Lisboa,Grande Lisboa
São Domingos de Benfica,85 e mais anos,M,996,937,59,13,2,0,1,0,7,3,0,0,0,0,0,0,0,0,0,0,37,0,16,5,1,11,2,2,0,0,0,1,1,7,0,1,3,0,0,0,110639,Lisboa,Grande Lisboa
São Vicente,Total,H,6635,4792,1843,481,48,4,11,3,53,107,4,85,3,11,2,20,5,8,11,20,314,8,133,48,24,55,8,573,3,26,13,502,12,466,238,8,66,102,31,9,110667,Lisboa,Grande Lisboa
São Vicente,Total,M,7321,5637,1684,515,44,5,15,3,57,105,6,94,3,12,11,24,7,9,13,27,306,3,129,53,17,52,20,669,6,25,11,589,13,191,38,9,21,75,9,3,110667,Lisboa,Grande Lisboa
São Vicente,0 - 4 anos,H,266,248,18,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,11,0,2,0,9,0,3,2,0,0,1,0,0,110667,Lisboa,Grande Lisboa
São Vicente,0 - 4 anos,M,249,231,18,6,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,8,0,3,2,0,1,0,0,0,110667,Lisboa,Grande Lisboa
São Vicente,5 - 9 anos,H,231,203,28,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,3,0,0,0,0,13,0,2,0,11,0,6,1,0,1,3,1,0,110667,Lisboa,Grande Lisboa
São Vicente,5 - 9 anos,M,199,166,33,11,0,0,0,0,1,3,0,0,1,0,1,0,0,0,1,1,4,0,2,1,0,0,0,11,0,0,0,10,1,7,2,0,1,3,0,0,110667,Lisboa,Grande Lisboa
São Vicente,10 - 14 anos,H,255,223,32,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,5,1,1,0,1,11,0,2,0,9,0,7,1,3,0,3,0,1,110667,Lisboa,Grande Lisboa
São Vicente,10 - 14 anos,M,233,198,35,5,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,8,0,2,2,0,0,1,16,0,2,0,14,0,6,1,0,2,2,1,0,110667,Lisboa,Grande Lisboa
São Vicente,15 - 19 anos,H,247,211,36,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,2,3,1,0,0,14,0,0,0,14,0,10,3,0,1,4,0,0,110667,Lisboa,Grande Lisboa
São Vicente,15 - 19 anos,M,222,186,36,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,12,0,5,1,1,1,3,15,0,0,0,15,0,4,0,1,0,3,0,0,110667,Lisboa,Grande Lisboa
São Vicente,20 - 24 anos,H,365,227,138,32,9,1,0,0,4,7,0,1,0,0,0,1,0,0,0,3,11,0,4,2,2,0,0,49,0,0,1,47,1,45,23,1,6,8,4,1,110667,Lisboa,Grande Lisboa
São Vicente,20 - 24 anos,M,328,228,100,27,6,1,0,0,1,3,0,6,1,2,0,1,2,0,1,0,11,0,5,2,0,1,1,43,0,2,0,38,3,19,11,0,1,4,1,0,110667,Lisboa,Grande Lisboa
São Vicente,25 - 29 anos,H,579,303,276,61,5,0,2,0,6,19,0,10,1,0,0,3,0,0,2,0,20,1,5,6,4,0,0,106,0,0,0,97,5,89,46,1,14,21,5,0,110667,Lisboa,Grande Lisboa
São Vicente,25 - 29 anos,M,585,308,277,90,3,1,1,0,15,16,1,20,1,2,3,7,1,0,3,5,14,1,6,3,2,1,0,131,1,7,2,108,2,42,12,1,1,24,2,0,110667,Lisboa,Grande Lisboa
São Vicente,30 - 34 anos,H,719,343,376,94,7,1,1,0,9,25,0,18,0,0,0,3,0,3,3,5,24,2,8,3,3,2,0,134,1,1,5,119,2,121,72,0,10,27,9,3,110667,Lisboa,Grande Lisboa
São Vicente,30 - 34 anos,M,638,344,294,103,13,1,4,1,12,16,1,22,0,1,3,1,0,4,2,3,20,1,4,5,3,0,3,126,1,6,1,114,1,42,7,0,2,26,2,3,110667,Lisboa,Grande Lisboa
São Vicente,35 - 39 anos,H,617,350,267,71,4,0,2,1,8,11,0,22,1,3,1,2,1,0,0,3,25,2,6,5,2,2,4,90,1,3,4,79,1,78,49,0,10,15,3,3,110667,Lisboa,Grande Lisboa
São Vicente,35 - 39 anos,M,576,372,204,82,6,1,2,0,6,20,4,16,0,3,3,2,0,2,1,5,23,1,6,5,0,0,4,82,1,1,2,72,2,17,2,1,2,7,1,0,110667,Lisboa,Grande Lisboa
São Vicente,40 - 44 anos,H,585,412,173,47,3,0,1,0,6,7,2,9,0,1,1,4,1,0,2,3,17,1,5,4,1,1,1,50,0,3,1,42,1,59,27,3,7,13,7,0,110667,Lisboa,Grande Lisboa
São Vicente,40 - 44 anos,M,529,371,158,53,6,0,0,1,7,10,0,10,0,1,1,6,1,0,2,1,21,0,4,6,1,4,1,71,1,3,2,62,0,13,0,4,1,2,1,0,110667,Lisboa,Grande Lisboa
São Vicente,45 - 49 anos,H,482,330,152,52,6,1,1,2,6,18,0,6,0,0,0,2,1,2,1,1,45,0,23,3,1,14,0,34,0,1,1,30,1,21,9,0,5,5,1,0,110667,Lisboa,Grande Lisboa
São Vicente,45 - 49 anos,M,491,345,146,47,5,0,3,1,4,15,0,6,0,1,0,3,0,1,1,2,39,0,19,4,2,11,1,50,1,1,3,44,0,10,0,0,1,4,1,0,110667,Lisboa,Grande Lisboa
São Vicente,50 - 54 anos,H,431,316,115,41,4,0,2,0,5,6,0,6,1,0,0,3,0,2,1,3,38,1,21,4,3,7,0,24,0,5,1,18,0,12,4,0,4,1,1,0,110667,Lisboa,Grande Lisboa
São Vicente,50 - 54 anos,M,431,320,111,24,1,0,0,0,1,6,0,4,0,0,0,1,1,1,0,5,34,0,18,5,2,7,0,50,0,1,1,45,3,3,0,1,0,0,0,0,110667,Lisboa,Grande Lisboa
São Vicente,55 - 59 anos,H,333,251,82,20,6,1,0,0,3,2,1,0,0,0,0,1,0,0,1,0,35,1,14,7,1,10,1,23,1,3,0,18,1,4,1,0,1,1,0,0,110667,Lisboa,Grande Lisboa
São Vicente,55 - 59 anos,M,386,299,87,19,1,0,1,0,3,2,0,1,0,0,0,2,0,1,1,2,32,0,14,4,1,11,1,32,1,2,0,25,1,4,0,0,1,0,0,0,110667,Lisboa,Grande Lisboa
São Vicente,60 - 64 anos,H,294,236,58,16,1,0,1,0,0,4,1,2,0,1,0,0,1,0,0,1,31,0,17,3,2,6,0,8,0,4,0,3,0,3,0,0,2,0,0,0,110667,Lisboa,Grande Lisboa
São Vicente,60 - 64 anos,M,375,317,58,9,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,32,0,19,4,1,5,1,11,0,0,0,11,0,6,0,0,1,0,0,0,110667,Lisboa,Grande Lisboa
São Vicente,65 - 69 anos,H,313,279,34,13,0,0,1,0,2,3,0,6,0,1,0,0,0,0,0,0,12,0,3,3,2,3,0,4,0,0,0,4,0,4,0,0,2,0,0,1,110667,Lisboa,Grande Lisboa
São Vicente,65 - 69 anos,M,368,317,51,9,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,1,22,0,10,6,1,3,2,14,0,0,0,14,0,6,1,0,2,0,0,0,110667,Lisboa,Grande Lisboa
São Vicente,70 - 74 anos,H,257,234,23,10,1,0,0,0,1,3,0,2,0,1,0,1,0,0,0,0,11,0,3,1,1,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,110667,Lisboa,Grande Lisboa
São Vicente,70 - 74 anos,M,448,414,34,13,0,1,1,0,2,3,0,2,0,1,0,0,0,0,0,0,12,0,3,2,2,5,0,4,0,0,0,4,0,5,0,1,2,0,0,0,110667,Lisboa,Grande Lisboa
São Vicente,75 - 79 anos,H,262,247,15,6,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,7,0,3,2,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,110667,Lisboa,Grande Lisboa
São Vicente,75 - 79 anos,M,394,373,21,9,1,0,2,0,2,0,0,2,0,0,0,0,1,0,1,0,8,0,5,1,1,1,0,3,0,0,0,3,0,1,0,0,1,0,0,0,110667,Lisboa,Grande Lisboa
São Vicente,80 - 84 anos,H,195,182,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,6,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,110667,Lisboa,Grande Lisboa
São Vicente,80 - 84 anos,M,376,367,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,2,0,0,0,2,0,2,0,0,2,0,0,0,110667,Lisboa,Grande Lisboa
São Vicente,85 e mais anos,H,204,197,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110667,Lisboa,Grande Lisboa
São Vicente,85 e mais anos,M,493,481,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,5,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,110667,Lisboa,Grande Lisboa
