Place of Residence,Age Group,Gender,Total,Portuguesa,Estrangeira,Europa,Alemanha,Áustria,Bélgica,Bulgária,Espanha,França,Irlanda,Itália,Luxemburgo,Países Baixos,Polónia,Roménia,Suécia,Federação da Rússia,Suíça,Ucrânia,África,África do Sul,Angola,Cabo Verde,Guiné-Bissau,Moçambique,São Tomé e Príncipe,América,Canadá,Estados Unidos da América,Argentina,Brasil,Venezuela,Ásia,Bangladeche,China,Índia,Nepal,Paquistão,Oceânia,freguesia_code,municipio,region
Alvalade,5 - 9 anos,H,778,714,64,11,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,1,7,0,2,0,2,0,2,39,2,1,0,34,1,6,0,3,0,1,0,1,110654,Lisboa,Grande Lisboa
Alvalade,5 - 9 anos,M,766,702,64,16,0,0,3,0,1,2,0,0,0,0,0,1,0,0,1,1,12,3,5,0,1,0,1,32,0,2,0,29,0,4,0,1,0,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,10 - 14 anos,H,785,731,54,22,1,0,2,0,3,2,0,4,0,0,0,2,0,1,0,0,9,0,7,0,0,0,2,20,0,1,0,17,1,3,0,2,1,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,10 - 14 anos,M,758,706,52,12,1,0,1,0,3,2,0,0,0,0,0,2,0,1,0,1,12,2,4,3,0,0,0,23,0,2,0,21,0,5,0,3,0,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,15 - 19 anos,H,785,731,54,8,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,15,0,10,0,0,2,1,24,0,1,0,22,1,7,0,1,0,2,0,0,110654,Lisboa,Grande Lisboa
Alvalade,15 - 19 anos,M,765,708,57,16,0,0,0,0,7,2,0,0,0,0,0,2,0,0,3,0,13,0,5,2,2,1,0,22,0,1,0,18,2,5,0,1,0,2,0,1,110654,Lisboa,Grande Lisboa
Alvalade,20 - 24 anos,H,866,787,79,21,1,0,2,0,1,6,0,0,0,2,0,0,2,0,0,1,25,1,11,5,2,3,1,29,0,1,0,25,1,4,0,3,1,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,20 - 24 anos,M,913,814,99,23,1,1,1,1,2,5,0,2,1,0,0,0,0,1,2,2,27,0,17,2,1,3,1,37,0,0,0,36,1,12,0,6,0,1,0,0,110654,Lisboa,Grande Lisboa
Alvalade,25 - 29 anos,H,1012,893,119,36,3,1,0,0,3,4,0,8,0,0,0,3,0,0,3,4,17,1,7,1,2,1,1,40,0,2,1,34,0,26,6,10,0,8,0,0,110654,Lisboa,Grande Lisboa
Alvalade,25 - 29 anos,M,1117,955,162,56,2,1,3,1,7,9,1,10,1,1,1,1,0,0,6,6,19,0,8,4,2,3,1,68,1,3,0,60,0,19,2,5,0,9,0,0,110654,Lisboa,Grande Lisboa
Alvalade,30 - 34 anos,H,1094,926,168,44,3,0,4,1,2,5,0,7,0,2,0,3,2,1,3,3,21,3,5,5,2,4,0,69,1,3,2,59,3,34,5,9,4,9,0,0,110654,Lisboa,Grande Lisboa
Alvalade,30 - 34 anos,M,1107,931,176,47,2,1,0,0,5,10,0,5,0,0,5,3,0,0,5,2,25,0,9,6,1,2,1,80,1,1,0,75,1,24,2,11,1,3,0,0,110654,Lisboa,Grande Lisboa
Alvalade,35 - 39 anos,H,1068,917,151,37,3,0,3,0,8,7,0,3,1,1,0,2,0,0,1,3,16,3,4,2,1,3,0,75,0,0,1,70,1,21,4,6,1,7,1,2,110654,Lisboa,Grande Lisboa
Alvalade,35 - 39 anos,M,1128,923,205,44,3,0,2,0,7,5,0,3,0,1,3,3,0,1,2,6,29,2,10,8,0,3,3,105,2,6,0,87,4,27,1,12,2,5,0,0,110654,Lisboa,Grande Lisboa
Alvalade,40 - 44 anos,H,1140,1002,138,38,3,0,2,0,7,13,0,2,0,0,0,1,0,1,0,6,18,0,5,2,0,7,1,65,2,2,0,51,5,17,4,6,1,2,0,0,110654,Lisboa,Grande Lisboa
Alvalade,40 - 44 anos,M,1287,1108,179,47,4,0,2,0,5,12,0,3,0,0,1,3,0,1,1,7,32,1,15,6,0,6,1,93,0,0,1,89,3,6,0,2,0,0,1,1,110654,Lisboa,Grande Lisboa
Alvalade,45 - 49 anos,H,1032,876,156,39,2,0,2,0,5,14,0,3,0,0,0,2,0,0,1,3,79,2,41,5,3,27,0,31,0,3,0,26,1,7,0,2,1,1,1,0,110654,Lisboa,Grande Lisboa
Alvalade,45 - 49 anos,M,1220,967,253,52,11,0,1,0,6,12,0,2,0,1,1,1,1,1,1,4,128,3,72,7,1,40,2,61,1,1,1,53,1,11,0,7,1,0,0,1,110654,Lisboa,Grande Lisboa
Alvalade,50 - 54 anos,H,949,780,169,29,6,0,1,0,2,9,0,3,0,0,0,1,0,0,1,2,101,3,54,5,4,29,2,27,0,2,0,21,2,12,2,5,1,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,50 - 54 anos,M,1067,854,213,39,3,0,0,0,4,9,1,3,0,3,0,3,0,3,1,3,115,6,48,7,3,44,4,56,0,1,1,50,3,3,0,1,0,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,55 - 59 anos,H,905,767,138,17,2,0,1,0,3,2,0,1,0,0,0,3,0,0,0,2,94,0,55,2,2,27,4,19,0,1,0,17,1,7,0,1,4,0,0,1,110654,Lisboa,Grande Lisboa
Alvalade,55 - 59 anos,M,1101,929,172,23,0,0,0,0,5,2,0,2,0,0,0,1,0,3,1,7,92,0,46,13,4,25,2,48,0,1,0,43,4,9,0,5,1,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,60 - 64 anos,H,797,711,86,8,1,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,63,0,35,2,1,23,2,9,0,2,0,5,0,6,0,1,2,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,60 - 64 anos,M,1080,926,154,15,0,0,1,1,3,2,0,2,0,0,0,1,0,1,0,2,98,0,54,8,2,31,0,30,0,3,1,26,0,11,0,3,2,0,1,0,110654,Lisboa,Grande Lisboa
Alvalade,65 - 69 anos,H,774,695,79,11,1,0,1,0,3,1,0,1,0,1,0,0,1,0,0,0,52,0,19,4,3,23,1,13,1,1,0,8,0,3,0,0,1,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,65 - 69 anos,M,1029,907,122,15,0,0,1,0,1,4,0,2,0,0,0,0,2,1,0,3,80,0,33,11,2,28,3,21,1,0,0,17,1,6,0,0,3,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,70 - 74 anos,H,678,608,70,8,0,0,1,1,1,2,0,0,0,0,0,0,1,1,0,0,52,1,24,5,0,16,2,8,0,0,1,6,0,1,0,0,0,0,0,1,110654,Lisboa,Grande Lisboa
Alvalade,70 - 74 anos,M,1063,964,99,14,1,0,2,0,5,1,0,1,0,0,0,0,1,0,0,1,68,1,28,10,0,25,4,12,0,0,0,12,0,5,0,0,0,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,75 - 79 anos,H,536,494,42,7,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,29,0,12,6,0,9,0,3,0,0,0,2,0,3,0,0,1,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,75 - 79 anos,M,857,779,78,11,1,0,0,0,5,1,0,1,0,0,0,0,1,0,1,1,49,0,25,6,1,16,0,13,0,2,0,10,0,5,0,0,4,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,80 - 84 anos,H,398,373,25,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,19,0,9,3,0,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,80 - 84 anos,M,810,739,71,13,3,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,44,0,21,6,0,12,0,8,0,0,0,8,0,6,0,0,3,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,85 e mais anos,H,551,526,25,4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,15,0,5,4,0,6,0,3,0,0,0,3,0,3,0,0,3,0,0,0,110654,Lisboa,Grande Lisboa
Alvalade,85 e mais anos,M,1541,1445,96,17,2,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,56,0,32,4,0,14,2,11,0,1,0,10,0,12,0,2,4,0,0,0,110654,Lisboa,Grande Lisboa
Areeiro,Total,H,9653,8109,1544,335,28,5,8,1,45,71,2,47,3,11,2,15,0,3,14,24,546,11,213,64,27,176,14,360,0,8,6,326,6,302,94,66,54,61,9,1,110655,Lisboa,Grande Lisboa
Areeiro,Total,M,11507,9820,1687,329,22,2,9,3,45,66,2,31,4,9,10,17,2,12,17,23,606,9,277,75,28,172,20,540,7,13,6,487,9,211,15,69,58,34,0,1,110655,Lisboa,Grande Lisboa
Areeiro,0 - 4 anos,H,473,456,17,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,6,0,1,0,5,0,1,1,0,0,0,0,0,110655,Lisboa,Grande Lisboa
Areeiro,0 - 4 anos,M,414,405,9,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,110655,Lisboa,Grande Lisboa
Areeiro,5 - 9 anos,H,455,425,30,11,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,4,1,1,0,1,1,0,12,0,0,0,10,0,3,0,1,1,1,0,0,110655,Lisboa,Grande Lisboa
Areeiro,5 - 9 anos,M,474,445,29,6,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,10,1,4,0,2,2,0,10,0,1,0,9,0,3,0,0,2,0,0,0,110655,Lisboa,Grande Lisboa
Areeiro,10 - 14 anos,H,483,453,30,5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,17,0,6,4,4,0,1,3,0,0,0,3,0,4,0,1,2,1,0,1,110655,Lisboa,Grande Lisboa
Areeiro,10 - 14 anos,M,480,446,34,6,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,9,0,6,0,3,0,0,15,0,1,0,13,0,4,1,2,0,1,0,0,110655,Lisboa,Grande Lisboa
Areeiro,15 - 19 anos,H,508,470,38,10,1,0,0,0,0,4,0,0,0,1,0,1,0,0,0,1,14,0,7,3,2,1,0,8,0,0,0,8,0,6,2,4,0,0,0,0,110655,Lisboa,Grande Lisboa
Areeiro,15 - 19 anos,M,517,473,44,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,2,2,3,0,1,21,0,3,0,18,0,9,3,2,1,0,0,0,110655,Lisboa,Grande Lisboa
Areeiro,20 - 24 anos,H,594,494,100,15,2,0,0,0,1,3,0,1,0,1,0,0,0,0,2,2,27,0,11,6,4,3,2,27,0,1,0,24,0,31,12,8,2,8,0,0,110655,Lisboa,Grande Lisboa
Areeiro,20 - 24 anos,M,598,508,90,16,0,0,0,0,1,2,0,0,0,2,0,1,0,1,2,3,15,1,5,6,0,3,0,43,0,4,0,37,1,16,1,10,1,1,0,0,110655,Lisboa,Grande Lisboa
Areeiro,25 - 29 anos,H,738,550,188,52,3,0,2,0,9,8,0,11,0,1,1,1,0,1,1,2,15,2,5,3,1,1,1,55,0,2,0,51,0,66,31,8,4,16,3,0,110655,Lisboa,Grande Lisboa
Areeiro,25 - 29 anos,M,693,522,171,50,1,1,3,0,4,11,0,13,1,3,3,1,0,2,3,1,14,0,7,3,1,1,2,83,0,1,1,76,3,24,6,6,2,5,0,0,110655,Lisboa,Grande Lisboa
Areeiro,30 - 34 anos,H,707,534,173,42,3,1,1,0,8,7,0,10,1,0,1,0,0,0,5,3,15,0,2,4,0,1,2,62,0,1,1,59,1,54,24,6,4,16,1,0,110655,Lisboa,Grande Lisboa
Areeiro,30 - 34 anos,M,721,547,174,40,2,0,0,2,3,8,1,7,0,2,3,2,0,3,1,1,18,0,6,5,1,3,0,78,1,1,2,68,2,37,1,12,4,16,0,1,110655,Lisboa,Grande Lisboa
Areeiro,35 - 39 anos,H,673,523,150,38,3,0,3,0,6,7,0,11,1,0,0,1,0,0,0,0,15,3,2,2,2,3,1,57,0,1,3,48,2,40,16,7,4,10,1,0,110655,Lisboa,Grande Lisboa
Areeiro,35 - 39 anos,M,687,536,151,30,1,1,0,0,3,2,1,6,1,0,3,3,0,0,1,2,16,2,2,5,1,3,2,79,2,1,0,73,0,26,2,4,7,9,0,0,110655,Lisboa,Grande Lisboa
Areeiro,40 - 44 anos,H,706,564,142,33,3,2,0,0,5,5,1,1,1,0,0,3,0,1,0,5,35,1,6,5,3,14,1,49,0,0,1,44,1,25,5,4,9,7,0,0,110655,Lisboa,Grande Lisboa
Areeiro,40 - 44 anos,M,785,652,133,40,5,0,1,1,6,7,0,2,1,0,1,3,1,2,2,5,31,1,9,5,2,8,1,47,2,0,1,43,0,15,1,7,5,1,0,0,110655,Lisboa,Grande Lisboa
Areeiro,45 - 49 anos,H,743,594,149,36,2,0,0,1,3,11,0,5,0,3,0,1,0,0,0,4,76,3,40,5,2,22,0,22,0,0,0,20,2,15,2,9,2,0,1,0,110655,Lisboa,Grande Lisboa
Areeiro,45 - 49 anos,M,794,644,150,25,3,0,0,0,2,9,0,1,0,0,0,1,0,1,2,0,76,1,36,2,5,30,2,34,1,0,1,31,0,15,0,6,4,0,0,0,110655,Lisboa,Grande Lisboa
Areeiro,50 - 54 anos,H,605,472,133,23,3,0,0,0,0,7,1,1,0,1,0,5,0,0,1,1,81,1,37,4,2,33,3,19,0,2,1,16,0,10,1,4,2,1,0,0,110655,Lisboa,Grande Lisboa
Areeiro,50 - 54 anos,M,706,550,156,29,3,0,1,0,4,9,0,1,0,0,0,3,1,0,0,4,73,1,29,5,3,32,1,41,0,0,0,36,1,13,0,6,4,0,0,0,110655,Lisboa,Grande Lisboa
Areeiro,55 - 59 anos,H,565,463,102,14,3,1,0,0,1,4,0,0,0,0,0,1,0,0,0,1,64,0,30,3,4,24,0,14,0,0,0,14,0,10,0,7,1,0,1,0,110655,Lisboa,Grande Lisboa
Areeiro,55 - 59 anos,M,746,601,145,18,0,0,0,0,2,2,0,0,0,0,0,2,0,1,1,3,82,0,44,8,4,22,3,32,0,0,0,30,2,13,0,8,4,0,0,0,110655,Lisboa,Grande Lisboa
Areeiro,60 - 64 anos,H,499,397,102,13,2,0,1,0,1,3,0,0,0,1,0,1,0,1,0,1,64,0,21,4,0,34,1,14,0,0,0,13,0,11,0,3,5,0,0,0,110655,Lisboa,Grande Lisboa
Areeiro,60 - 64 anos,M,734,624,110,11,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,70,0,30,8,3,24,3,24,1,1,0,22,0,5,0,1,3,0,0,0,110655,Lisboa,Grande Lisboa
Areeiro,65 - 69 anos,H,518,438,80,15,0,0,1,0,3,4,0,2,0,1,0,0,0,0,1,3,52,0,18,7,1,16,2,6,0,0,0,6,0,7,0,1,4,0,1,0,110655,Lisboa,Grande Lisboa
Areeiro,65 - 69 anos,M,667,574,93,11,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,3,52,1,27,7,0,13,2,15,0,0,0,15,0,15,0,2,10,1,0,0,110655,Lisboa,Grande Lisboa
Areeiro,70 - 74 anos,H,487,447,40,9,0,1,0,0,1,3,0,1,0,0,0,0,0,0,1,0,21,0,11,5,0,5,0,2,0,0,0,2,0,8,0,2,5,1,0,0,110655,Lisboa,Grande Lisboa
Areeiro,70 - 74 anos,M,685,630,55,5,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,37,0,20,4,0,10,1,7,0,0,0,7,0,6,0,2,4,0,0,0,110655,Lisboa,Grande Lisboa
Areeiro,75 - 79 anos,H,333,303,30,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,14,0,4,1,0,7,0,4,0,0,0,3,0,7,0,1,5,0,1,0,110655,Lisboa,Grande Lisboa
Areeiro,75 - 79 anos,M,542,500,42,7,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,26,0,17,3,0,3,1,3,0,0,1,2,0,6,0,1,5,0,0,0,110655,Lisboa,Grande Lisboa
Areeiro,80 - 84 anos,H,280,263,17,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10,0,5,0,0,5,0,0,0,0,0,0,0,4,0,0,4,0,0,0,110655,Lisboa,Grande Lisboa
Areeiro,80 - 84 anos,M,462,431,31,9,1,0,0,0,2,2,0,1,0,0,0,0,0,1,2,0,19,0,9,6,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,110655,Lisboa,Grande Lisboa
Areeiro,85 e mais anos,H,286,263,23,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20,0,7,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110655,Lisboa,Grande Lisboa
Areeiro,85 e mais anos,M,802,732,70,15,1,0,0,0,6,3,0,0,0,0,0,0,0,1,1,0,49,1,23,6,0,14,1,3,0,0,0,2,0,3,0,0,2,0,0,0,110655,Lisboa,Grande Lisboa
Arroios,Total,H,16372,10912,5460,1189,105,5,31,11,125,297,14,164,4,22,8,52,15,15,41,79,937,15,319,106,116,159,37,1318,13,57,20,1120,33,2001,765,162,203,694,86,15,110656,Lisboa,Grande Lisboa
Arroios,Total,M,16930,12552,4378,1180,112,8,32,13,137,242,3,177,5,15,36,60,17,29,24,95,778,26,346,105,47,155,33,1473,8,37,24,1307,27,936,116,170,70,458,18,11,110656,Lisboa,Grande Lisboa
Arroios,0 - 4 anos,H,629,569,60,27,2,0,2,0,1,5,0,2,0,0,0,0,0,0,2,1,3,0,0,0,0,1,2,13,1,2,0,7,1,17,9,1,0,3,1,0,110656,Lisboa,Grande Lisboa
Arroios,0 - 4 anos,M,686,647,39,16,1,0,0,0,1,7,0,0,0,0,0,0,0,0,2,0,5,1,2,0,0,1,0,10,0,0,0,10,0,8,2,1,1,2,1,0,110656,Lisboa,Grande Lisboa
Arroios,5 - 9 anos,H,577,476,101,33,2,1,2,0,2,10,2,2,0,0,0,0,0,1,0,0,11,0,6,2,1,1,0,25,0,2,0,22,0,32,4,4,1,16,3,0,110656,Lisboa,Grande Lisboa
Arroios,5 - 9 anos,M,549,470,79,28,2,1,1,0,2,6,0,1,0,0,0,1,0,0,4,1,6,0,1,0,2,0,1,27,0,2,0,24,0,18,4,4,0,9,1,0,110656,Lisboa,Grande Lisboa
Arroios,10 - 14 anos,H,529,445,84,21,1,0,1,0,3,4,1,4,0,0,0,2,0,0,1,1,10,0,6,2,2,0,0,24,0,3,0,20,0,29,10,5,2,10,0,0,110656,Lisboa,Grande Lisboa
Arroios,10 - 14 anos,M,486,407,79,16,0,0,0,0,3,4,0,1,0,0,0,2,0,0,0,0,7,1,1,1,1,1,1,25,0,1,0,22,0,31,8,7,2,12,1,0,110656,Lisboa,Grande Lisboa
Arroios,15 - 19 anos,H,550,409,141,27,2,0,3,0,4,6,0,4,0,1,0,2,0,0,1,2,31,1,5,4,7,4,2,32,0,0,0,29,1,51,9,4,3,25,5,0,110656,Lisboa,Grande Lisboa
Arroios,15 - 19 anos,M,550,433,117,26,4,0,2,0,1,7,1,3,0,2,0,1,1,0,1,0,23,0,9,4,3,2,2,40,0,2,0,35,0,28,3,5,3,12,0,0,110656,Lisboa,Grande Lisboa
Arroios,20 - 24 anos,H,1073,618,455,79,11,0,3,1,5,16,0,9,1,0,0,5,1,0,7,6,84,3,25,7,13,8,3,115,1,1,0,104,4,177,66,14,28,61,3,0,110656,Lisboa,Grande Lisboa
Arroios,20 - 24 anos,M,962,603,359,94,18,1,1,0,6,15,0,20,0,5,3,4,0,2,1,9,53,5,23,8,4,5,3,121,0,2,0,111,4,91,24,10,4,45,0,0,110656,Lisboa,Grande Lisboa
Arroios,25 - 29 anos,H,1898,957,941,195,25,0,5,0,21,38,1,37,2,5,1,5,3,7,14,7,66,1,9,12,15,7,3,264,1,11,3,233,7,414,161,16,50,162,15,2,110656,Lisboa,Grande Lisboa
Arroios,25 - 29 anos,M,1650,955,695,226,21,1,8,1,31,38,1,46,2,3,8,4,2,8,5,12,51,5,11,7,6,5,4,248,1,7,5,215,9,168,19,16,15,103,2,2,110656,Lisboa,Grande Lisboa
Arroios,30 - 34 anos,H,1853,921,932,169,11,1,3,0,16,42,1,36,0,5,2,8,0,5,6,7,59,1,13,8,11,2,2,268,1,3,5,232,4,433,195,20,40,153,13,3,110656,Lisboa,Grande Lisboa
Arroios,30 - 34 anos,M,1577,873,704,198,13,2,9,0,16,37,0,40,0,2,10,13,1,6,2,14,41,1,10,11,6,2,2,270,0,5,5,240,5,194,29,19,8,126,2,1,110656,Lisboa,Grande Lisboa
Arroios,35 - 39 anos,H,1652,897,755,147,6,1,2,2,16,44,1,25,0,3,0,7,2,0,2,8,52,3,15,4,9,0,2,195,3,7,2,173,7,358,163,25,21,125,13,3,110656,Lisboa,Grande Lisboa
Arroios,35 - 39 anos,M,1350,811,539,160,15,1,4,4,16,30,0,30,2,0,4,9,1,2,2,9,25,5,7,3,2,1,1,205,0,5,4,179,3,148,16,26,8,79,2,1,110656,Lisboa,Grande Lisboa
Arroios,40 - 44 anos,H,1433,869,564,133,14,2,4,1,16,39,2,16,1,1,3,5,0,0,1,9,59,2,12,10,9,7,1,139,2,6,4,114,4,231,96,17,20,74,15,2,110656,Lisboa,Grande Lisboa
Arroios,40 - 44 anos,M,1212,839,373,109,12,0,3,1,15,22,0,19,1,0,5,6,1,1,1,9,37,2,14,6,5,3,3,141,2,3,3,127,1,85,8,20,6,37,2,1,110656,Lisboa,Grande Lisboa
Arroios,45 - 49 anos,H,1198,754,444,122,9,0,1,2,15,30,4,15,0,1,0,9,0,0,3,7,123,1,64,4,11,25,4,86,0,2,2,71,1,113,30,18,9,43,6,0,110656,Lisboa,Grande Lisboa
Arroios,45 - 49 anos,M,1112,772,340,79,9,2,1,0,9,20,0,5,0,2,1,7,3,2,2,8,91,1,53,8,0,19,6,109,2,2,2,99,2,58,2,25,3,16,1,3,110656,Lisboa,Grande Lisboa
Arroios,50 - 54 anos,H,946,632,314,74,9,0,3,1,5,27,1,1,0,2,2,4,1,1,0,7,124,2,59,5,10,27,3,51,3,5,1,38,0,63,14,18,6,13,6,2,110656,Lisboa,Grande Lisboa
Arroios,50 - 54 anos,M,940,662,278,73,8,0,1,3,9,20,1,1,0,0,0,8,2,3,0,5,81,2,38,8,5,24,1,92,1,1,1,87,0,31,0,12,5,5,1,1,110656,Lisboa,Grande Lisboa
Arroios,55 - 59 anos,H,818,598,220,50,9,0,0,0,6,7,0,3,0,1,0,2,2,1,1,9,92,0,36,8,9,23,3,42,0,3,0,35,2,34,5,11,7,4,1,2,110656,Lisboa,Grande Lisboa
Arroios,55 - 59 anos,M,853,654,199,35,1,0,0,2,4,6,0,2,0,0,1,2,3,2,2,8,78,2,37,5,5,22,3,63,1,1,1,57,2,22,1,10,3,4,1,1,110656,Lisboa,Grande Lisboa
Arroios,60 - 64 anos,H,674,517,157,44,3,0,0,3,6,8,1,1,0,1,0,2,1,0,1,7,69,0,22,14,6,13,3,28,1,5,0,19,1,16,3,5,3,0,1,0,110656,Lisboa,Grande Lisboa
Arroios,60 - 64 anos,M,870,666,204,45,5,0,0,1,2,10,0,4,0,0,1,0,1,1,0,16,83,0,44,12,6,17,2,56,0,2,0,50,0,20,0,8,3,1,2,0,110656,Lisboa,Grande Lisboa
Arroios,65 - 69 anos,H,665,547,118,25,0,0,0,1,4,7,0,2,0,1,0,1,2,0,0,4,62,0,19,15,7,9,4,19,0,3,0,14,1,12,0,2,1,3,3,0,110656,Lisboa,Grande Lisboa
Arroios,65 - 69 anos,M,799,677,122,24,0,0,1,0,2,6,0,2,0,1,0,3,1,1,0,3,52,1,21,8,1,14,3,29,0,1,2,22,1,16,0,4,1,5,0,1,110656,Lisboa,Grande Lisboa
Arroios,70 - 74 anos,H,643,554,89,25,0,0,1,0,4,7,0,6,0,0,0,0,1,0,2,3,42,0,10,4,5,16,1,11,0,3,2,5,0,10,0,2,6,1,1,1,110656,Lisboa,Grande Lisboa
Arroios,70 - 74 anos,M,913,819,94,16,3,0,0,1,2,4,0,1,0,0,1,0,1,0,2,1,50,0,31,4,0,12,0,20,1,3,0,15,0,8,0,0,4,2,1,0,110656,Lisboa,Grande Lisboa
Arroios,75 - 79 anos,H,494,448,46,11,0,0,1,0,0,5,0,0,0,1,0,0,2,0,0,0,29,0,12,2,0,9,3,2,0,0,0,2,0,4,0,0,2,1,0,0,110656,Lisboa,Grande Lisboa
Arroios,75 - 79 anos,M,707,660,47,8,0,0,0,0,1,5,0,1,0,0,0,0,0,1,0,0,27,0,10,6,1,9,0,10,0,0,1,7,0,2,0,0,1,0,0,0,110656,Lisboa,Grande Lisboa
Arroios,80 - 84 anos,H,363,344,19,6,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,7,0,1,2,1,2,1,2,0,1,1,0,0,4,0,0,2,0,0,0,110656,Lisboa,Grande Lisboa
Arroios,80 - 84 anos,M,697,655,42,10,0,0,0,0,5,3,0,0,0,0,1,0,0,0,0,0,25,0,15,1,0,8,0,2,0,0,0,2,0,5,0,3,2,0,0,0,110656,Lisboa,Grande Lisboa
Arroios,85 e mais anos,H,377,357,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,1,5,3,0,5,0,2,0,0,0,2,0,3,0,0,2,0,0,0,110656,Lisboa,Grande Lisboa
Arroios,85 e mais anos,M,1017,949,68,17,0,0,1,0,12,2,0,1,0,0,1,0,0,0,0,0,43,0,19,13,0,10,1,5,0,0,0,5,0,3,0,0,1,0,1,0,110656,Lisboa,Grande Lisboa
Avenidas Novas,Total,H,10645,8835,1810,455,47,2,14,1,75,123,7,42,5,12,2,8,2,8,16,14,534,8,248,78,15,135,16,637,11,60,11,513,22,181,26,48,20,25,3,3,110657,Lisboa,Grande Lisboa
Avenidas Novas,Total,M,12616,10308,2308,537,38,0,20,3,101,125,2,40,11,9,15,11,4,15,26,28,759,17,366,123,18,182,22,819,11,48,11,687,31,193,14,61,22,19,2,0,110657,Lisboa,Grande Lisboa
Avenidas Novas,0 - 4 anos,H,542,509,33,16,0,0,0,0,6,3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,13,0,2,1,10,0,3,0,0,0,0,0,0,110657,Lisboa,Grande Lisboa
Avenidas Novas,0 - 4 anos,M,492,450,42,14,0,0,3,0,1,0,0,0,1,0,0,0,0,1,2,2,3,0,3,0,0,0,0,18,0,6,0,11,0,7,1,1,0,0,0,0,110657,Lisboa,Grande Lisboa
Avenidas Novas,5 - 9 anos,H,555,471,84,24,2,0,0,0,10,4,0,1,0,0,0,0,0,1,0,0,14,1,12,1,0,0,0,36,0,6,1,29,0,10,0,1,0,4,0,0,110657,Lisboa,Grande Lisboa
Avenidas Novas,5 - 9 anos,M,496,443,53,12,1,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,9,3,5,0,0,0,0,23,0,5,0,17,0,9,2,3,0,0,0,0,110657,Lisboa,Grande Lisboa
Avenidas Novas,10 - 14 anos,H,471,430,41,15,0,0,1,0,3,6,1,0,0,0,0,0,0,1,1,0,11,1,7,0,0,1,0,15,0,3,1,11,0,0,0,0,0,0,0,0,110657,Lisboa,Grande Lisboa
Avenidas Novas,10 - 14 anos,M,491,429,62,22,3,0,2,0,7,3,0,1,2,0,1,0,0,0,0,0,13,0,10,1,0,1,1,23,0,2,0,21,0,4,0,1,0,0,0,0,110657,Lisboa,Grande Lisboa
Avenidas Novas,15 - 19 anos,H,537,478,59,15,1,0,1,0,2,8,0,0,0,0,0,0,0,0,1,0,10,1,6,2,0,0,0,30,0,3,0,27,0,4,1,2,0,0,0,0,110657,Lisboa,Grande Lisboa
