Place of Residence,Age Group,Gender,Total,Portuguesa,Estrangeira,Europa,Alemanha,Áustria,Bélgica,Bulgária,Espanha,França,Irlanda,Itália,Luxemburgo,Países Baixos,Polónia,Roménia,Suécia,Federação da Rússia,Suíça,Ucrânia,África,África do Sul,Angola,Cabo Verde,Guiné-Bissau,Moçambique,São Tomé e Príncipe,América,Canadá,Estados Unidos da América,Argentina,Brasil,Venezuela,Ásia,Bangladeche,China,Índia,Nepal,Paquistão,Oceânia,freguesia_code,municipio,region
União das freguesias de Castanheira do Ribatejo e Cachoeiras,55 - 59 anos,H,274,245,29,8,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,15,0,7,1,1,4,1,4,0,0,0,4,0,2,0,1,0,0,0,0,111414,Vila Franca de Xira,Grande Lisboa
União das freguesias de Castanheira do Ribatejo e Cachoeiras,55 - 59 anos,M,297,257,40,6,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,17,1,8,1,0,6,1,13,0,0,0,13,0,4,0,2,0,0,1,0,111414,Vila Franca de Xira,Grande Lisboa
União das freguesias de Castanheira do Ribatejo e Cachoeiras,60 - 64 anos,H,254,226,28,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,16,0,9,3,2,2,0,5,0,0,0,4,1,0,0,0,0,0,0,0,111414,Vila Franca de Xira,Grande Lisboa
União das freguesias de Castanheira do Ribatejo e Cachoeiras,60 - 64 anos,M,278,257,21,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,0,5,1,1,3,3,5,0,0,0,5,0,0,0,0,0,0,0,0,111414,Vila Franca de Xira,Grande Lisboa
União das freguesias de Castanheira do Ribatejo e Cachoeiras,65 - 69 anos,H,184,178,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111414,Vila Franca de Xira,Grande Lisboa
União das freguesias de Castanheira do Ribatejo e Cachoeiras,65 - 69 anos,M,247,236,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,2,3,0,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,111414,Vila Franca de Xira,Grande Lisboa
União das freguesias de Castanheira do Ribatejo e Cachoeiras,70 - 74 anos,H,180,174,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,111414,Vila Franca de Xira,Grande Lisboa
União das freguesias de Castanheira do Ribatejo e Cachoeiras,70 - 74 anos,M,218,208,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,111414,Vila Franca de Xira,Grande Lisboa
União das freguesias de Castanheira do Ribatejo e Cachoeiras,75 - 79 anos,H,135,128,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,2,0,0,0,111414,Vila Franca de Xira,Grande Lisboa
União das freguesias de Castanheira do Ribatejo e Cachoeiras,75 - 79 anos,M,169,159,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,2,0,1,0,0,0,1,0,4,0,0,3,0,0,0,111414,Vila Franca de Xira,Grande Lisboa
União das freguesias de Castanheira do Ribatejo e Cachoeiras,80 - 84 anos,H,92,85,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,2,0,0,0,111414,Vila Franca de Xira,Grande Lisboa
União das freguesias de Castanheira do Ribatejo e Cachoeiras,80 - 84 anos,M,141,136,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111414,Vila Franca de Xira,Grande Lisboa
União das freguesias de Castanheira do Ribatejo e Cachoeiras,85 e mais anos,H,78,73,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111414,Vila Franca de Xira,Grande Lisboa
União das freguesias de Castanheira do Ribatejo e Cachoeiras,85 e mais anos,M,131,126,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111414,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,Total,H,19542,17074,2468,464,43,0,8,6,22,97,0,10,8,7,2,47,1,17,22,85,1270,19,493,242,119,251,79,610,4,13,2,538,36,123,28,15,30,18,12,1,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,Total,M,21329,18266,3063,539,40,0,12,5,25,117,0,5,11,4,4,58,1,26,21,108,1589,25,661,288,134,324,82,837,11,9,4,748,45,97,5,26,32,11,2,1,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,0 - 4 anos,H,983,952,31,9,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,10,0,6,1,1,1,0,9,0,0,0,8,1,2,0,1,0,1,0,1,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,0 - 4 anos,M,935,907,28,8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,16,0,0,1,14,1,0,0,0,0,0,0,1,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,5 - 9 anos,H,995,919,76,13,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,1,23,0,12,2,3,0,2,38,0,0,0,32,3,2,0,0,0,1,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,5 - 9 anos,M,970,883,87,19,1,0,0,0,1,1,0,0,0,1,0,0,0,0,3,3,28,0,15,3,4,0,1,34,0,1,0,33,0,6,0,1,1,1,1,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,10 - 14 anos,H,1199,1118,81,17,0,0,0,0,2,1,0,0,0,0,0,2,0,0,3,2,39,0,17,13,6,0,2,21,0,0,0,19,2,4,0,0,2,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,10 - 14 anos,M,1139,1063,76,13,0,0,1,0,2,1,0,0,1,0,0,1,0,0,2,0,32,0,21,1,3,0,2,28,0,0,0,24,4,3,0,1,1,1,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,15 - 19 anos,H,1238,1125,113,19,1,0,0,0,3,2,0,0,0,0,0,0,0,0,2,6,40,0,13,8,9,3,2,53,0,0,0,48,3,1,0,1,0,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,15 - 19 anos,M,1202,1130,72,14,0,0,0,0,1,3,0,0,0,0,0,1,0,1,1,2,38,2,17,8,5,0,3,20,0,1,0,18,1,0,0,0,0,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,20 - 24 anos,H,1130,988,142,29,0,0,0,0,0,3,0,1,1,0,0,3,0,1,3,10,69,1,17,22,12,3,8,37,0,1,0,33,2,7,2,0,1,0,3,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,20 - 24 anos,M,1146,983,163,38,3,0,3,1,3,2,0,1,0,0,0,5,0,1,2,7,75,1,29,20,12,2,7,46,1,0,0,43,1,4,1,1,0,1,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,25 - 29 anos,H,1145,959,186,38,2,0,1,0,1,3,0,2,2,0,0,2,0,3,4,8,72,2,21,23,15,0,6,59,2,3,0,51,2,17,5,0,4,2,2,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,25 - 29 anos,M,1135,933,202,48,2,0,1,0,2,4,0,1,3,0,0,2,0,1,5,12,70,1,21,20,13,2,6,72,2,0,0,67,2,12,3,3,4,1,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,30 - 34 anos,H,1247,1016,231,49,3,0,1,3,4,6,0,1,1,2,1,1,0,4,4,7,74,4,19,18,17,1,5,79,1,1,0,67,7,29,12,3,6,6,1,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,30 - 34 anos,M,1344,1068,276,58,2,0,2,2,1,10,0,1,1,0,2,10,0,3,3,11,93,3,32,34,13,2,4,110,4,2,0,93,8,15,1,4,2,4,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,35 - 39 anos,H,1386,1182,204,31,4,0,0,0,0,6,0,1,0,0,0,8,0,1,0,4,60,3,16,20,6,4,5,96,0,3,0,86,4,17,5,1,1,6,3,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,35 - 39 anos,M,1515,1221,294,58,4,0,2,1,2,14,0,1,0,0,1,11,0,0,2,10,99,1,29,24,13,8,12,126,1,2,0,108,9,11,0,5,1,3,1,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,40 - 44 anos,H,1661,1423,238,56,3,0,0,1,5,13,0,1,1,0,1,10,0,3,0,8,78,3,24,12,9,16,8,89,0,0,1,81,5,15,3,5,4,1,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,40 - 44 anos,M,1968,1633,335,81,8,0,0,0,1,24,0,0,2,1,0,12,0,6,2,17,126,8,39,23,19,20,9,120,0,0,0,116,3,8,0,2,3,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,45 - 49 anos,H,1742,1403,339,99,22,0,0,0,1,39,0,2,1,1,0,8,0,1,0,16,198,3,110,15,6,50,10,38,1,1,0,32,3,4,1,1,1,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,45 - 49 anos,M,1981,1544,437,87,13,0,1,0,4,22,0,0,4,0,1,8,0,5,0,20,247,3,122,26,12,68,11,100,3,2,0,85,7,3,0,1,0,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,50 - 54 anos,H,1496,1238,258,51,5,0,3,1,3,16,0,0,0,3,0,3,0,2,0,9,173,3,90,15,6,46,9,30,0,0,0,28,2,4,0,1,2,1,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,50 - 54 anos,M,1631,1311,320,56,5,0,1,0,1,24,0,0,0,2,0,5,0,5,1,8,199,5,99,23,6,53,7,59,0,0,2,54,1,6,0,1,4,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,55 - 59 anos,H,1264,1073,191,19,2,0,0,0,1,0,0,1,0,0,0,4,0,0,0,10,138,0,55,17,17,32,13,27,0,2,1,23,1,7,0,2,2,0,2,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,55 - 59 anos,M,1533,1292,241,27,0,0,0,0,0,7,0,0,0,0,0,2,1,1,0,11,165,0,71,29,9,43,9,44,0,0,0,38,5,5,0,4,1,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,60 - 64 anos,H,1186,1047,139,18,1,0,0,0,0,2,0,1,0,0,0,6,0,0,0,3,103,0,40,18,3,36,3,16,0,0,0,15,1,2,0,0,2,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,60 - 64 anos,M,1471,1286,185,10,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,141,0,52,26,12,45,3,26,0,1,1,22,2,8,0,2,2,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,65 - 69 anos,H,1120,1017,103,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,85,0,20,31,4,24,4,9,0,2,0,7,0,6,0,0,3,0,1,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,65 - 69 anos,M,1242,1088,154,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,121,0,50,18,6,41,5,26,0,0,0,23,1,1,0,1,0,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,70 - 74 anos,H,845,776,69,7,0,0,2,0,0,1,0,0,0,1,0,0,0,2,0,1,52,0,17,10,3,19,1,6,0,0,0,5,0,4,0,0,1,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,70 - 74 anos,M,895,801,94,10,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,3,71,1,32,12,2,19,1,5,0,0,0,5,0,8,0,0,6,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,75 - 79 anos,H,489,448,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,12,10,2,10,0,1,0,0,0,1,0,2,0,0,1,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,75 - 79 anos,M,556,518,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,11,8,2,10,1,2,0,0,0,2,0,2,0,0,2,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,80 - 84 anos,H,244,227,17,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12,0,2,5,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,80 - 84 anos,M,344,308,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,13,8,2,6,0,1,0,0,0,1,0,3,0,0,3,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,85 e mais anos,H,172,163,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
União das freguesias de Póvoa de Santa Iria e Forte da Casa,85 e mais anos,M,322,297,25,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,18,0,7,4,1,5,1,2,0,0,0,2,0,2,0,0,2,0,0,0,111415,Vila Franca de Xira,Grande Lisboa
Vialonga,Total,H,10261,8992,1269,193,5,2,4,1,13,48,0,2,2,0,0,37,0,4,13,29,776,9,252,222,74,138,58,262,1,4,1,239,14,36,9,7,10,1,6,2,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,Total,M,10997,9418,1579,241,20,1,2,1,13,43,1,4,2,3,1,51,1,4,7,39,948,14,309,267,81,165,94,353,7,5,1,314,17,36,2,12,13,1,4,1,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,0 - 4 anos,H,617,597,20,8,0,2,0,0,1,4,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,2,7,0,0,0,7,0,0,0,0,0,0,0,2,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,0 - 4 anos,M,563,554,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4,0,0,0,3,1,2,1,0,0,0,1,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,5 - 9 anos,H,711,679,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,0,4,6,0,0,4,11,0,1,0,10,0,1,0,0,0,0,1,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,5 - 9 anos,M,579,558,21,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,1,12,0,0,0,10,1,0,0,0,0,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,10 - 14 anos,H,724,668,56,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,26,2,6,14,1,0,3,21,0,0,0,19,1,0,0,0,0,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,10 - 14 anos,M,692,657,35,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20,0,5,6,2,0,6,9,0,0,0,9,0,0,0,0,0,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,15 - 19 anos,H,648,594,54,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,32,0,8,14,3,0,4,18,0,0,0,17,1,2,0,1,0,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,15 - 19 anos,M,661,586,75,10,0,0,0,0,0,0,1,0,0,0,0,5,0,0,2,1,32,0,1,14,4,2,10,32,0,0,0,30,1,1,0,0,0,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,20 - 24 anos,H,589,532,57,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,33,0,5,19,3,1,3,16,0,0,0,14,2,3,0,1,1,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,20 - 24 anos,M,571,474,97,11,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,3,66,0,14,29,9,0,10,19,0,0,0,17,2,1,0,1,0,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,25 - 29 anos,H,549,434,115,19,0,0,0,0,3,3,0,0,0,0,0,2,0,1,3,6,55,2,9,23,11,2,5,39,0,1,0,37,1,2,2,0,0,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,25 - 29 anos,M,569,478,91,22,1,0,1,0,0,3,0,1,1,0,0,2,1,0,0,6,46,1,10,18,6,1,10,21,1,0,0,19,1,2,1,0,0,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,30 - 34 anos,H,582,485,97,20,0,0,2,0,0,1,0,0,1,0,0,8,0,0,0,3,47,0,19,17,5,0,5,23,0,0,0,22,1,7,5,0,0,1,1,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,30 - 34 anos,M,682,547,135,31,1,0,0,1,2,5,0,0,0,0,0,10,0,0,1,3,60,1,17,24,8,1,8,40,0,0,0,36,2,4,0,2,1,1,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,35 - 39 anos,H,810,700,110,16,1,0,0,0,0,3,0,1,1,0,0,6,0,0,2,2,51,1,13,17,12,2,3,38,0,0,0,33,4,5,1,2,1,0,1,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,35 - 39 anos,M,909,763,146,27,1,1,0,0,1,3,0,1,0,1,0,8,0,2,1,3,53,3,8,23,5,4,8,62,2,2,0,56,0,4,0,1,1,0,2,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,40 - 44 anos,H,1009,867,142,31,3,0,0,0,3,9,0,0,0,0,0,5,0,0,0,3,59,2,17,11,5,13,10,49,1,0,0,46,2,3,1,1,0,0,1,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,40 - 44 anos,M,1096,926,170,36,6,0,0,0,1,7,0,1,1,0,1,4,0,2,0,8,81,4,21,24,9,15,7,51,4,1,0,43,3,2,0,1,0,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,45 - 49 anos,H,926,748,178,33,1,0,0,0,0,14,0,0,0,0,0,8,0,1,1,4,129,0,59,16,7,42,2,15,0,0,0,14,1,1,0,0,0,0,1,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,45 - 49 anos,M,980,776,204,41,7,0,0,0,2,13,0,0,0,0,0,8,0,0,0,8,127,2,60,19,7,33,6,33,0,1,0,30,2,3,0,2,0,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,50 - 54 anos,H,628,513,115,21,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,4,79,2,37,14,4,13,6,13,0,0,0,11,1,2,0,0,1,0,1,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,50 - 54 anos,M,670,526,144,24,3,0,0,0,0,6,0,0,0,1,0,6,0,0,0,3,91,2,39,14,7,19,7,28,0,0,0,27,1,0,0,0,0,0,0,1,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,55 - 59 anos,H,474,397,77,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,66,0,21,14,10,18,2,5,0,0,0,5,0,1,0,0,0,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,55 - 59 anos,M,609,474,135,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,107,1,42,29,5,19,10,18,0,1,0,15,1,3,0,1,2,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,60 - 64 anos,H,555,473,82,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,69,0,18,24,7,13,7,4,0,0,0,4,0,5,0,2,3,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,60 - 64 anos,M,623,500,123,9,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,2,101,0,38,22,10,23,7,11,0,0,1,8,1,2,0,1,1,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,65 - 69 anos,H,476,410,66,6,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,58,0,14,25,2,15,1,0,0,0,0,0,0,2,0,0,2,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,65 - 69 anos,M,637,545,92,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,79,0,26,28,6,15,2,8,0,0,0,6,1,3,0,1,1,0,1,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,70 - 74 anos,H,417,380,37,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,32,0,9,6,3,14,0,1,0,1,0,0,0,2,0,0,2,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,70 - 74 anos,M,457,410,47,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,37,0,9,11,1,15,0,3,0,0,0,3,0,4,0,2,2,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,75 - 79 anos,H,262,249,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,75 - 79 anos,M,320,299,21,5,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,14,0,2,2,0,10,0,0,0,0,0,0,0,2,0,0,2,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,80 - 84 anos,H,179,171,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,80 - 84 anos,M,210,195,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,2,0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,85 e mais anos,H,105,95,10,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vialonga,85 e mais anos,M,169,150,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,1,2,6,0,0,0,0,0,0,0,3,0,0,3,0,0,0,111408,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,Total,H,8563,7382,1181,198,28,1,1,7,11,36,0,7,2,6,0,15,1,3,1,37,395,8,190,66,33,71,16,458,1,6,1,428,18,129,15,26,72,2,3,1,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,Total,M,9773,8472,1301,203,14,1,2,4,9,48,1,6,3,3,1,14,2,3,13,39,465,3,235,74,30,86,25,554,3,5,0,518,24,79,9,27,24,2,3,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,0 - 4 anos,H,394,371,23,7,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,3,0,3,0,0,0,0,11,0,0,0,11,0,2,1,0,0,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,0 - 4 anos,M,423,408,15,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,9,0,1,0,8,0,1,0,0,0,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,5 - 9 anos,H,429,382,47,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,1,8,1,1,0,0,25,0,1,0,22,1,3,1,0,1,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,5 - 9 anos,M,388,333,55,12,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,11,0,8,0,3,0,0,27,0,0,0,27,0,5,1,2,2,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,10 - 14 anos,H,500,443,57,13,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,15,0,11,3,1,0,0,24,0,0,0,24,0,5,1,0,1,1,1,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,10 - 14 anos,M,445,404,41,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,11,0,7,0,2,0,0,26,0,0,0,24,1,1,0,0,0,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,15 - 19 anos,H,503,444,59,11,2,0,0,1,0,4,0,1,0,1,0,0,0,0,0,1,18,0,7,3,1,2,3,25,0,0,0,22,3,5,2,1,2,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,15 - 19 anos,M,477,429,48,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,10,0,2,3,1,1,3,27,0,1,0,24,2,4,0,1,1,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,20 - 24 anos,H,485,401,84,7,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,21,1,14,2,1,0,3,45,0,0,0,43,2,11,0,0,10,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,20 - 24 anos,M,497,426,71,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,21,0,8,6,4,1,2,40,0,0,0,40,0,3,1,0,0,1,0,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,25 - 29 anos,H,488,384,104,10,1,0,0,0,0,2,0,1,0,1,0,0,1,0,0,2,12,0,6,3,1,1,0,49,0,0,1,47,1,33,2,4,25,0,1,0,111409,Vila Franca de Xira,Grande Lisboa
Vila Franca de Xira,25 - 29 anos,M,515,414,101,15,0,0,0,0,0,2,0,0,1,0,0,1,0,0,5,2,18,1,4,8,3,1,1,50,0,0,0,47,3,18,3,7,7,0,0,0,111409,Vila Franca de Xira,Grande Lisboa
